antecedents_str,consequents_str,support,confidence,lift
"蒙古, 達賴",滿洲,0.15,0.7499999999999999,3.749999999999999
"滿洲, 達賴",蒙古,0.15,0.7499999999999999,3.749999999999999
蒙古,"滿洲, 達賴",0.15,0.7499999999999999,3.749999999999999
滿洲,"蒙古, 達賴",0.15,0.7499999999999999,3.749999999999999
"蒙古, 達賴",太廟,0.15,0.7499999999999999,1.6666666666666663
蒙古,"太廟, 達賴",0.15,0.7499999999999999,1.8749999999999996
"白旗, 達賴",蒙古,0.1,0.5,2.5
"蒙古, 達賴",白旗,0.1,0.5,2.5
白旗,"蒙古, 達賴",0.1,0.5,2.5
蒙古,"白旗, 達賴",0.1,0.5,2.5
"大學士, 達賴",蒙古,0.1,0.5,2.5
"蒙古, 達賴",大學士,0.1,0.5,2.5
大學士,"蒙古, 達賴",0.1,0.5,2.5
蒙古,"大學士, 達賴",0.1,0.5,2.5
"蒙古, 達賴",刑部,0.1,0.5,2.0
蒙古,"刑部, 達賴",0.1,0.5,2.0
"班禪, 達賴",蒙古,0.15,0.7499999999999999,3.749999999999999
"蒙古, 達賴",班禪,0.15,0.7499999999999999,3.749999999999999
班禪,"蒙古, 達賴",0.15,0.7499999999999999,3.749999999999999
蒙古,"班禪, 達賴",0.15,0.7499999999999999,3.749999999999999
"蒙古, 達賴",青海,0.15,0.7499999999999999,2.142857142857143
蒙古,"達賴, 青海",0.15,0.7499999999999999,2.142857142857143
"總督, 達賴",蒙古,0.1,0.5,2.5
"蒙古, 達賴",總督,0.1,0.5,2.5
總督,"蒙古, 達賴",0.1,0.5,2.5
蒙古,"總督, 達賴",0.1,0.5,2.5
"蒙古, 達賴",公,0.1,0.5,2.5
"公, 達賴",蒙古,0.1,0.5,2.5
蒙古,"公, 達賴",0.1,0.5,2.5
公,"蒙古, 達賴",0.1,0.5,2.5
"侍郎, 達賴",蒙古,0.1,0.5,2.5
"蒙古, 達賴",侍郎,0.1,0.5,2.0
蒙古,"侍郎, 達賴",0.1,0.5,2.5
"蒙古, 達賴",提督,0.1,0.5,1.6666666666666667
蒙古,"提督, 達賴",0.1,0.5,2.0
蒙古,"汗, 達賴",0.1,0.5,1.6666666666666667
"四月, 達賴",刑部,0.15,1.0,4.0
"刑部, 達賴",四月,0.15,0.6,4.0
四月,"刑部, 達賴",0.15,1.0,4.0
刑部,"四月, 達賴",0.15,0.6,4.0
"四月, 達賴",白旗,0.1,0.6666666666666667,3.3333333333333335
"白旗, 達賴",四月,0.1,0.5,3.3333333333333335
四月,"白旗, 達賴",0.1,0.6666666666666667,3.3333333333333335
白旗,"四月, 達賴",0.1,0.5,3.3333333333333335
"大學士, 達賴",四月,0.1,0.5,3.3333333333333335
"四月, 達賴",大學士,0.1,0.6666666666666667,3.3333333333333335
大學士,"四月, 達賴",0.1,0.5,3.3333333333333335
四月,"大學士, 達賴",0.1,0.6666666666666667,3.3333333333333335
"四月, 達賴",太皇太后,0.1,0.6666666666666667,2.2222222222222228
四月,"太皇太后, 達賴",0.1,0.6666666666666667,2.2222222222222228
四月,"太廟, 達賴",0.1,0.6666666666666667,1.6666666666666667
"兵部, 達賴",四月,0.1,0.5,3.3333333333333335
"四月, 達賴",兵部,0.1,0.6666666666666667,3.3333333333333335
兵部,"四月, 達賴",0.1,0.5,3.3333333333333335
四月,"兵部, 達賴",0.1,0.6666666666666667,3.3333333333333335
"四月, 達賴",右侍郎,0.1,0.6666666666666667,3.3333333333333335
"右侍郎, 達賴",四月,0.1,0.5,3.3333333333333335
四月,"右侍郎, 達賴",0.1,0.6666666666666667,3.3333333333333335
右侍郎,"四月, 達賴",0.1,0.5,3.3333333333333335
"扎薩克圖, 達賴",四月,0.1,0.6666666666666667,4.4444444444444455
"四月, 達賴",扎薩克圖,0.1,0.6666666666666667,3.3333333333333335
扎薩克圖,"四月, 達賴",0.1,0.5,3.3333333333333335
四月,"扎薩克圖, 達賴",0.1,0.6666666666666667,4.4444444444444455
"四月, 達賴",丹津,0.1,0.6666666666666667,2.2222222222222228
四月,"丹津, 達賴",0.1,0.6666666666666667,2.666666666666667
"四月, 達賴",丹巴,0.1,0.6666666666666667,1.904761904761905
四月,"丹巴, 達賴",0.1,0.6666666666666667,2.2222222222222228
"四月, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
四月,"噶爾丹, 達賴",0.1,0.6666666666666667,2.2222222222222228
"四月, 達賴",尚書,0.1,0.6666666666666667,1.904761904761905
四月,"尚書, 達賴",0.1,0.6666666666666667,1.904761904761905
"四月, 達賴",汗,0.1,0.6666666666666667,1.904761904761905
四月,"汗, 達賴",0.1,0.6666666666666667,2.2222222222222228
"庚申, 達賴",蒙古,0.1,0.6666666666666667,3.3333333333333335
"蒙古, 達賴",庚申,0.1,0.5,3.3333333333333335
庚申,"蒙古, 達賴",0.1,0.6666666666666667,3.3333333333333335
蒙古,"庚申, 達賴",0.1,0.5,3.3333333333333335
"庚申, 達賴",滿洲,0.1,0.6666666666666667,3.3333333333333335
"滿洲, 達賴",庚申,0.1,0.5,3.3333333333333335
庚申,"滿洲, 達賴",0.1,0.6666666666666667,3.3333333333333335
滿洲,"庚申, 達賴",0.1,0.5,3.3333333333333335
庚申,"太廟, 達賴",0.1,0.6666666666666667,1.6666666666666667
"庚申, 達賴",汗,0.1,0.6666666666666667,1.904761904761905
庚申,"汗, 達賴",0.1,0.6666666666666667,2.2222222222222228
庚申,"實錄, 達賴",0.1,0.6666666666666667,1.6666666666666667
"庚申, 達賴",己未,0.1,0.6666666666666667,6.666666666666667
"己未, 達賴",庚申,0.1,1.0,6.666666666666667
庚申,"己未, 達賴",0.1,0.6666666666666667,6.666666666666667
己未,"庚申, 達賴",0.1,1.0,6.666666666666667
"地方官, 達賴",御史,0.1,1.0,6.666666666666667
"御史, 達賴",地方官,0.1,1.0,10.0
地方官,"御史, 達賴",0.1,1.0,10.0
御史,"地方官, 達賴",0.1,0.6666666666666667,6.666666666666667
"三月, 達賴",地方官,0.1,1.0,10.0
"地方官, 達賴",三月,0.1,1.0,10.0
三月,"地方官, 達賴",0.1,1.0,10.0
地方官,"三月, 達賴",0.1,1.0,10.0
"三月, 達賴",御史,0.1,1.0,6.666666666666667
"御史, 達賴",三月,0.1,1.0,10.0
三月,"御史, 達賴",0.1,1.0,10.0
御史,"三月, 達賴",0.1,0.6666666666666667,6.666666666666667
"六月, 達賴",朔,0.15,0.5,1.6666666666666667
朔,"六月, 達賴",0.15,0.5,1.6666666666666667
"達賴, 郡王",六月,0.15,0.6,1.7142857142857144
"六月, 達賴",郡王,0.15,0.5,2.0
郡王,"六月, 達賴",0.15,0.6,2.0
"達賴, 郡王",總兵,0.15,0.6,2.0
"總兵, 達賴",郡王,0.15,0.5,2.0
郡王,"總兵, 達賴",0.15,0.6,2.0
總兵,"達賴, 郡王",0.15,0.5,2.0
"侍郎, 達賴",郡王,0.1,0.5,2.0
"辛巳, 達賴",朔,0.1,0.6666666666666667,2.2222222222222228
辛巳,"朔, 達賴",0.1,0.6666666666666667,2.2222222222222228
"辛巳, 達賴",總兵,0.1,0.6666666666666667,2.2222222222222228
辛巳,"總兵, 達賴",0.1,0.6666666666666667,2.2222222222222228
"辛巳, 達賴",丹巴,0.1,0.6666666666666667,1.904761904761905
辛巳,"丹巴, 達賴",0.1,0.6666666666666667,2.2222222222222228
"辛巳, 達賴",青海,0.1,0.6666666666666667,1.904761904761905
辛巳,"達賴, 青海",0.1,0.6666666666666667,1.904761904761905
"大將, 達賴",朔,0.1,0.6666666666666667,2.2222222222222228
大將,"朔, 達賴",0.1,0.6666666666666667,2.2222222222222228
"大將, 達賴",六月,0.1,0.6666666666666667,1.904761904761905
大將,"六月, 達賴",0.1,0.6666666666666667,2.2222222222222228
"大將, 達賴",八月,0.1,0.6666666666666667,3.3333333333333335
"八月, 達賴",大將,0.1,0.5,3.3333333333333335
大將,"八月, 達賴",0.1,0.6666666666666667,3.3333333333333335
八月,"大將, 達賴",0.1,0.5,3.3333333333333335
"大將, 達賴",多爾濟,0.1,0.6666666666666667,2.666666666666667
"多爾濟, 達賴",大將,0.1,0.5,3.3333333333333335
大將,"多爾濟, 達賴",0.1,0.6666666666666667,3.3333333333333335
"大將, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
大將,"噶爾丹, 達賴",0.1,0.6666666666666667,2.2222222222222228
大將,"實錄, 達賴",0.1,0.6666666666666667,1.6666666666666667
"癸未, 達賴",朔,0.15,1.0,3.3333333333333335
"朔, 達賴",癸未,0.15,0.5,3.3333333333333335
癸未,"朔, 達賴",0.15,1.0,3.3333333333333335
朔,"癸未, 達賴",0.15,0.5,3.3333333333333335
"癸未, 達賴",大將,0.1,0.6666666666666667,4.4444444444444455
"大將, 達賴",癸未,0.1,0.6666666666666667,4.4444444444444455
癸未,"大將, 達賴",0.1,0.6666666666666667,4.4444444444444455
大將,"癸未, 達賴",0.1,0.6666666666666667,4.4444444444444455
"癸未, 達賴",辛巳,0.1,0.6666666666666667,4.4444444444444455
"辛巳, 達賴",癸未,0.1,0.6666666666666667,4.4444444444444455
癸未,"辛巳, 達賴",0.1,0.6666666666666667,4.4444444444444455
辛巳,"癸未, 達賴",0.1,0.6666666666666667,4.4444444444444455
"癸未, 達賴",六月,0.1,0.6666666666666667,1.904761904761905
癸未,"六月, 達賴",0.1,0.6666666666666667,2.2222222222222228
"癸未, 達賴",八月,0.1,0.6666666666666667,3.3333333333333335
"八月, 達賴",癸未,0.1,0.5,3.3333333333333335
癸未,"八月, 達賴",0.1,0.6666666666666667,3.3333333333333335
八月,"癸未, 達賴",0.1,0.5,3.3333333333333335
"癸未, 達賴",提督,0.1,0.6666666666666667,2.2222222222222228
癸未,"提督, 達賴",0.1,0.6666666666666667,2.666666666666667
"癸未, 達賴",總兵,0.1,0.6666666666666667,2.2222222222222228
癸未,"總兵, 達賴",0.1,0.6666666666666667,2.2222222222222228
"癸未, 達賴",青海,0.1,0.6666666666666667,1.904761904761905
癸未,"達賴, 青海",0.1,0.6666666666666667,1.904761904761905
"辛巳, 達賴",壬午,0.15,1.0,6.666666666666667
"壬午, 達賴",辛巳,0.15,1.0,6.666666666666667
辛巳,"壬午, 達賴",0.15,1.0,6.666666666666667
壬午,"辛巳, 達賴",0.15,1.0,6.666666666666667
"癸未, 達賴",壬午,0.1,0.6666666666666667,4.4444444444444455
"壬午, 達賴",癸未,0.1,0.6666666666666667,4.4444444444444455
癸未,"壬午, 達賴",0.1,0.6666666666666667,4.4444444444444455
壬午,"癸未, 達賴",0.1,0.6666666666666667,4.4444444444444455
"壬午, 達賴",朔,0.1,0.6666666666666667,2.2222222222222228
壬午,"朔, 達賴",0.1,0.6666666666666667,2.2222222222222228
"侍衛, 達賴",壬午,0.1,0.6666666666666667,4.4444444444444455
"壬午, 達賴",侍衛,0.1,0.6666666666666667,4.4444444444444455
侍衛,"壬午, 達賴",0.1,0.6666666666666667,4.4444444444444455
壬午,"侍衛, 達賴",0.1,0.6666666666666667,4.4444444444444455
"壬午, 達賴",總兵,0.1,0.6666666666666667,2.2222222222222228
壬午,"總兵, 達賴",0.1,0.6666666666666667,2.2222222222222228
"壬午, 達賴",丹巴,0.1,0.6666666666666667,1.904761904761905
壬午,"丹巴, 達賴",0.1,0.6666666666666667,2.2222222222222228
"壬午, 達賴",青海,0.1,0.6666666666666667,1.904761904761905
壬午,"達賴, 青海",0.1,0.6666666666666667,1.904761904761905
"固山, 達賴",郡王,0.1,1.0,4.0
固山,"達賴, 郡王",0.1,1.0,4.0
"固山, 達賴",太皇太后,0.1,1.0,3.3333333333333335
固山,"太皇太后, 達賴",0.1,1.0,3.3333333333333335
"固山, 達賴",六月,0.1,1.0,2.857142857142857
固山,"六月, 達賴",0.1,1.0,3.3333333333333335
"實錄, 達賴",康熙,0.4,1.0,1.5384615384615383
康熙,"實錄, 達賴",0.4,0.6153846153846154,1.5384615384615385
總兵,"台吉, 達賴",0.25,0.8333333333333334,1.5151515151515151
"實錄, 達賴",總兵,0.2,0.5,1.6666666666666667
總兵,"實錄, 達賴",0.2,0.6666666666666667,1.6666666666666667
"六月, 達賴",總兵,0.15,0.5,1.6666666666666667
總兵,"六月, 達賴",0.15,0.5,1.6666666666666667
"丹巴, 達賴",總兵,0.15,0.5,1.6666666666666667
總兵,"丹巴, 達賴",0.15,0.5,1.6666666666666667
"噶爾丹, 達賴",總兵,0.15,0.5,1.6666666666666667
總兵,"噶爾丹, 達賴",0.15,0.5,1.6666666666666667
"達賴, 青海",總兵,0.2,0.5714285714285715,1.904761904761905
"總兵, 達賴",青海,0.2,0.6666666666666667,1.904761904761905
青海,"總兵, 達賴",0.2,0.5714285714285715,1.904761904761905
總兵,"達賴, 青海",0.2,0.6666666666666667,1.904761904761905
"侍郎, 達賴",台吉,0.2,1.0,1.6666666666666667
"侍郎, 達賴",太廟,0.15,0.7499999999999999,1.6666666666666663
"侍郎, 達賴",提督,0.1,0.5,1.6666666666666667
"侍郎, 達賴",總兵,0.1,0.5,1.6666666666666667
"侍郎, 達賴",青海,0.15,0.7499999999999999,2.142857142857143
侍郎,"達賴, 青海",0.15,0.6,1.7142857142857144
"布政使, 達賴",尚書,0.15,1.0,2.857142857142857
布政使,"尚書, 達賴",0.15,0.7499999999999999,2.142857142857143
"六月, 達賴",布政使,0.15,0.5,2.5
"布政使, 達賴",六月,0.15,1.0,2.857142857142857
布政使,"六月, 達賴",0.15,0.7499999999999999,2.4999999999999996
"布政使, 達賴",吏部,0.15,1.0,3.3333333333333335
"吏部, 達賴",布政使,0.15,0.6,2.9999999999999996
布政使,"吏部, 達賴",0.15,0.7499999999999999,2.9999999999999996
吏部,"布政使, 達賴",0.15,0.5,3.3333333333333335
"按察使, 達賴",布政使,0.1,0.5,2.5
"布政使, 達賴",按察使,0.1,0.6666666666666667,2.666666666666667
布政使,"按察使, 達賴",0.1,0.5,2.5
"布政使, 達賴",汗,0.1,0.6666666666666667,1.904761904761905
布政使,"汗, 達賴",0.1,0.5,1.6666666666666667
"布政使, 達賴",丹巴,0.1,0.6666666666666667,1.904761904761905
布政使,"丹巴, 達賴",0.1,0.5,1.6666666666666667
"扎薩克圖, 達賴",布政使,0.1,0.6666666666666667,3.3333333333333335
"布政使, 達賴",扎薩克圖,0.1,0.6666666666666667,3.3333333333333335
扎薩克圖,"布政使, 達賴",0.1,0.5,3.3333333333333335
布政使,"扎薩克圖, 達賴",0.1,0.5,3.3333333333333335
"布政使, 達賴",郡王,0.1,0.6666666666666667,2.666666666666667
布政使,"達賴, 郡王",0.1,0.5,2.0
"布政使, 達賴",太皇太后,0.1,0.6666666666666667,2.2222222222222228
布政使,"太皇太后, 達賴",0.1,0.5,1.6666666666666667
"布政使, 達賴",總兵,0.1,0.6666666666666667,2.2222222222222228
布政使,"總兵, 達賴",0.1,0.5,1.6666666666666667
"藩院, 達賴",康熙,0.2,1.0,1.5384615384615383
藩院,"康熙, 達賴",0.2,1.0,1.6666666666666667
"藩院, 達賴",台吉,0.2,1.0,1.6666666666666667
藩院,"台吉, 達賴",0.2,1.0,1.8181818181818181
"藩院, 達賴",實錄,0.15,0.7499999999999999,1.6666666666666663
藩院,"實錄, 達賴",0.15,0.7499999999999999,1.8749999999999996
"藩院, 達賴",太皇太后,0.1,0.5,1.6666666666666667
藩院,"太皇太后, 達賴",0.1,0.5,1.6666666666666667
"藩院, 達賴",總兵,0.1,0.5,1.6666666666666667
藩院,"總兵, 達賴",0.1,0.5,1.6666666666666667
藩院,"六月, 達賴",0.1,0.5,1.6666666666666667
"藩院, 達賴",丹津,0.1,0.5,1.6666666666666667
藩院,"丹津, 達賴",0.1,0.5,2.0
藩院,"丹巴, 達賴",0.1,0.5,1.6666666666666667
藩院,"噶爾丹, 達賴",0.1,0.5,1.6666666666666667
"公, 達賴",台吉,0.2,1.0,1.6666666666666667
公,"台吉, 達賴",0.2,1.0,1.8181818181818181
"侍郎, 達賴",公,0.15,0.7499999999999999,3.749999999999999
"公, 達賴",侍郎,0.15,0.7499999999999999,2.9999999999999996
侍郎,"公, 達賴",0.15,0.6,2.9999999999999996
公,"侍郎, 達賴",0.15,0.7499999999999999,3.749999999999999
"公, 達賴",尚書,0.15,0.7499999999999999,2.142857142857143
公,"尚書, 達賴",0.15,0.7499999999999999,2.142857142857143
"公, 達賴",太廟,0.15,0.7499999999999999,1.6666666666666663
公,"太廟, 達賴",0.15,0.7499999999999999,1.8749999999999996
"公, 達賴",實錄,0.15,0.7499999999999999,1.6666666666666663
公,"實錄, 達賴",0.15,0.7499999999999999,1.8749999999999996
"布政使, 達賴",公,0.1,0.6666666666666667,3.3333333333333335
"公, 達賴",布政使,0.1,0.5,2.5
布政使,"公, 達賴",0.1,0.5,2.5
公,"布政使, 達賴",0.1,0.5,3.3333333333333335
"公, 達賴",郡王,0.1,0.5,2.0
公,"達賴, 郡王",0.1,0.5,2.0
"公, 達賴",吏部,0.1,0.5,1.6666666666666667
公,"吏部, 達賴",0.1,0.5,2.0
"公, 達賴",提督,0.1,0.5,1.6666666666666667
公,"提督, 達賴",0.1,0.5,2.0
"公, 達賴",總兵,0.1,0.5,1.6666666666666667
公,"總兵, 達賴",0.1,0.5,1.6666666666666667
公,"六月, 達賴",0.1,0.5,1.6666666666666667
公,"七月, 達賴",0.1,0.5,1.6666666666666667
"公, 達賴",丹津,0.1,0.5,1.6666666666666667
公,"丹津, 達賴",0.1,0.5,2.0
公,"噶爾丹, 達賴",0.1,0.5,1.6666666666666667
公,"汗, 達賴",0.1,0.5,1.6666666666666667
"公, 達賴",滿洲,0.1,0.5,2.5
"滿洲, 達賴",公,0.1,0.5,2.5
公,"滿洲, 達賴",0.1,0.5,2.5
滿洲,"公, 達賴",0.1,0.5,2.5
"班禪, 達賴",公,0.1,0.5,2.5
"公, 達賴",班禪,0.1,0.5,2.5
班禪,"公, 達賴",0.1,0.5,2.5
公,"班禪, 達賴",0.1,0.5,2.5
"辛未, 達賴",尚書,0.1,1.0,2.857142857142857
辛未,"尚書, 達賴",0.1,0.6666666666666667,1.904761904761905
"辛未, 達賴",總兵,0.1,1.0,3.3333333333333335
辛未,"總兵, 達賴",0.1,0.6666666666666667,2.2222222222222228
"辛未, 達賴",郡王,0.1,1.0,4.0
辛未,"達賴, 郡王",0.1,0.6666666666666667,2.666666666666667
"辛未, 達賴",公,0.1,1.0,5.0
"公, 達賴",辛未,0.1,0.5,3.3333333333333335
辛未,"公, 達賴",0.1,0.6666666666666667,3.3333333333333335
公,"辛未, 達賴",0.1,0.5,5.0
"辛未, 達賴",康熙,0.1,1.0,1.5384615384615383
"辛未, 達賴",台吉,0.1,1.0,1.6666666666666667
"辛未, 達賴",實錄,0.1,1.0,2.2222222222222223
辛未,"實錄, 達賴",0.1,0.6666666666666667,1.6666666666666667
"辛未, 達賴",六月,0.1,1.0,2.857142857142857
辛未,"六月, 達賴",0.1,0.6666666666666667,2.2222222222222228
"辛未, 達賴",吏部,0.1,1.0,3.3333333333333335
辛未,"吏部, 達賴",0.1,0.6666666666666667,2.666666666666667
"辛未, 達賴",布政使,0.1,1.0,5.0
"布政使, 達賴",辛未,0.1,0.6666666666666667,4.4444444444444455
辛未,"布政使, 達賴",0.1,0.6666666666666667,4.4444444444444455
布政使,"辛未, 達賴",0.1,0.5,5.0
"庚午, 達賴",尚書,0.1,1.0,2.857142857142857
庚午,"尚書, 達賴",0.1,0.6666666666666667,1.904761904761905
"庚午, 達賴",康熙,0.1,1.0,1.5384615384615383
"庚午, 達賴",實錄,0.1,1.0,2.2222222222222223
庚午,"實錄, 達賴",0.1,0.6666666666666667,1.6666666666666667
"科爾沁, 達賴",康熙,0.15,1.0,1.5384615384615383
科爾沁,"康熙, 達賴",0.15,1.0,1.6666666666666667
"科爾沁, 達賴",台吉,0.15,1.0,1.6666666666666667
科爾沁,"台吉, 達賴",0.15,1.0,1.8181818181818181
"七月, 達賴",科爾沁,0.15,0.5,3.3333333333333335
"科爾沁, 達賴",七月,0.15,1.0,2.857142857142857
科爾沁,"七月, 達賴",0.15,1.0,3.3333333333333335
"科爾沁, 達賴",郡王,0.1,0.6666666666666667,2.666666666666667
科爾沁,"達賴, 郡王",0.1,0.6666666666666667,2.666666666666667
科爾沁,"太廟, 達賴",0.1,0.6666666666666667,1.6666666666666667
科爾沁,"實錄, 達賴",0.1,0.6666666666666667,1.6666666666666667
"遊擊, 達賴",科爾沁,0.1,1.0,6.666666666666667
"科爾沁, 達賴",遊擊,0.1,0.6666666666666667,6.666666666666667
遊擊,"科爾沁, 達賴",0.1,1.0,6.666666666666667
科爾沁,"遊擊, 達賴",0.1,0.6666666666666667,6.666666666666667
"遊擊, 達賴",七月,0.1,1.0,2.857142857142857
遊擊,"七月, 達賴",0.1,1.0,3.3333333333333335
"遊擊, 達賴",實錄,0.1,1.0,2.2222222222222223
遊擊,"實錄, 達賴",0.1,1.0,2.5
"遊擊, 達賴",台吉,0.1,1.0,1.6666666666666667
遊擊,"台吉, 達賴",0.1,1.0,1.8181818181818181
"遊擊, 達賴",康熙,0.1,1.0,1.5384615384615383
遊擊,"康熙, 達賴",0.1,1.0,1.6666666666666667
"科爾沁, 達賴",畢禮袞,0.1,0.6666666666666667,6.666666666666667
"畢禮袞, 達賴",科爾沁,0.1,1.0,6.666666666666667
科爾沁,"畢禮袞, 達賴",0.1,0.6666666666666667,6.666666666666667
畢禮袞,"科爾沁, 達賴",0.1,1.0,6.666666666666667
"畢禮袞, 達賴",郡王,0.1,1.0,4.0
畢禮袞,"達賴, 郡王",0.1,1.0,4.0
"畢禮袞, 達賴",七月,0.1,1.0,2.857142857142857
畢禮袞,"七月, 達賴",0.1,1.0,3.3333333333333335
"畢禮袞, 達賴",太廟,0.1,1.0,2.2222222222222223
畢禮袞,"太廟, 達賴",0.1,1.0,2.5
"畢禮袞, 達賴",台吉,0.1,1.0,1.6666666666666667
畢禮袞,"台吉, 達賴",0.1,1.0,1.8181818181818181
"畢禮袞, 達賴",康熙,0.1,1.0,1.5384615384615383
畢禮袞,"康熙, 達賴",0.1,1.0,1.6666666666666667
"多羅, 達賴",郡王,0.1,1.0,4.0
多羅,"達賴, 郡王",0.1,1.0,4.0
"多羅, 達賴",侍郎,0.1,1.0,4.0
"侍郎, 達賴",多羅,0.1,0.5,5.0
多羅,"侍郎, 達賴",0.1,1.0,5.0
"多羅, 達賴",總兵,0.1,1.0,3.3333333333333335
多羅,"總兵, 達賴",0.1,1.0,3.3333333333333335
"多羅, 達賴",台吉,0.1,1.0,1.6666666666666667
多羅,"台吉, 達賴",0.1,1.0,1.8181818181818181
"遊擊, 達賴",十六日,0.1,1.0,10.0
"十六日, 達賴",遊擊,0.1,1.0,10.0
遊擊,"十六日, 達賴",0.1,1.0,10.0
十六日,"遊擊, 達賴",0.1,1.0,10.0
"十六日, 達賴",科爾沁,0.1,1.0,6.666666666666667
"科爾沁, 達賴",十六日,0.1,0.6666666666666667,6.666666666666667
十六日,"科爾沁, 達賴",0.1,1.0,6.666666666666667
科爾沁,"十六日, 達賴",0.1,0.6666666666666667,6.666666666666667
"十六日, 達賴",七月,0.1,1.0,2.857142857142857
十六日,"七月, 達賴",0.1,1.0,3.3333333333333335
"十六日, 達賴",實錄,0.1,1.0,2.2222222222222223
十六日,"實錄, 達賴",0.1,1.0,2.5
"十六日, 達賴",台吉,0.1,1.0,1.6666666666666667
十六日,"台吉, 達賴",0.1,1.0,1.8181818181818181
"十六日, 達賴",康熙,0.1,1.0,1.5384615384615383
十六日,"康熙, 達賴",0.1,1.0,1.6666666666666667
"伊桑阿, 達賴",公,0.1,1.0,5.0
"公, 達賴",伊桑阿,0.1,0.5,5.0
伊桑阿,"公, 達賴",0.1,1.0,5.0
公,"伊桑阿, 達賴",0.1,0.5,5.0
"伊桑阿, 達賴",侍郎,0.1,1.0,4.0
"侍郎, 達賴",伊桑阿,0.1,0.5,5.0
伊桑阿,"侍郎, 達賴",0.1,1.0,5.0
"伊桑阿, 達賴",尚書,0.1,1.0,2.857142857142857
伊桑阿,"尚書, 達賴",0.1,1.0,2.857142857142857
"伊桑阿, 達賴",七月,0.1,1.0,2.857142857142857
伊桑阿,"七月, 達賴",0.1,1.0,3.3333333333333335
"伊桑阿, 達賴",太廟,0.1,1.0,2.2222222222222223
伊桑阿,"太廟, 達賴",0.1,1.0,2.5
"伊桑阿, 達賴",台吉,0.1,1.0,1.6666666666666667
伊桑阿,"台吉, 達賴",0.1,1.0,1.8181818181818181
"汗, 達賴",胡土克圖,0.25,0.8333333333333334,1.6666666666666667
"胡土克圖, 達賴",汗,0.25,0.5555555555555556,1.5873015873015874
汗,"胡土克圖, 達賴",0.25,0.7142857142857143,1.5873015873015872
胡土克圖,"汗, 達賴",0.25,0.5,1.6666666666666667
"噶爾丹, 達賴",胡土克圖,0.25,0.8333333333333334,1.6666666666666667
"胡土克圖, 達賴",噶爾丹,0.25,0.5555555555555556,1.5873015873015874
噶爾丹,"胡土克圖, 達賴",0.25,0.7142857142857143,1.5873015873015872
胡土克圖,"噶爾丹, 達賴",0.25,0.5,1.6666666666666667
"尚書, 達賴",噶爾丹,0.2,0.5714285714285715,1.63265306122449
"噶爾丹, 達賴",尚書,0.2,0.6666666666666667,1.904761904761905
尚書,"噶爾丹, 達賴",0.2,0.5714285714285715,1.904761904761905
噶爾丹,"尚書, 達賴",0.2,0.5714285714285715,1.63265306122449
"丹巴, 達賴",胡土克圖,0.3,1.0,2.0
"胡土克圖, 達賴",丹巴,0.3,0.6666666666666666,1.9047619047619049
丹巴,"胡土克圖, 達賴",0.3,0.8571428571428572,1.9047619047619049
胡土克圖,"丹巴, 達賴",0.3,0.6,2.0
"丹巴, 達賴",汗,0.25,0.8333333333333334,2.3809523809523814
"汗, 達賴",丹巴,0.25,0.8333333333333334,2.3809523809523814
丹巴,"汗, 達賴",0.25,0.7142857142857143,2.380952380952381
汗,"丹巴, 達賴",0.25,0.7142857142857143,2.380952380952381
"丹巴, 達賴",噶爾丹,0.2,0.6666666666666667,1.904761904761905
"噶爾丹, 達賴",丹巴,0.2,0.6666666666666667,1.904761904761905
丹巴,"噶爾丹, 達賴",0.2,0.5714285714285715,1.904761904761905
噶爾丹,"丹巴, 達賴",0.2,0.5714285714285715,1.904761904761905
"丹巴, 達賴",尚書,0.2,0.6666666666666667,1.904761904761905
"尚書, 達賴",丹巴,0.2,0.5714285714285715,1.63265306122449
丹巴,"尚書, 達賴",0.2,0.5714285714285715,1.63265306122449
尚書,"丹巴, 達賴",0.2,0.5714285714285715,1.904761904761905
"丹津, 達賴",康熙,0.25,1.0,1.5384615384615383
"丹津, 達賴",台吉,0.25,1.0,1.6666666666666667
丹津,"台吉, 達賴",0.25,0.8333333333333334,1.5151515151515151
"實錄, 達賴",丹津,0.2,0.5,1.6666666666666667
"丹津, 達賴",實錄,0.2,0.8,1.777777777777778
丹津,"實錄, 達賴",0.2,0.6666666666666667,1.6666666666666667
"丹巴, 達賴",丹津,0.15,0.5,1.6666666666666667
"丹津, 達賴",丹巴,0.15,0.6,1.7142857142857144
丹津,"丹巴, 達賴",0.15,0.5,1.6666666666666667
"噶爾丹, 達賴",丹津,0.15,0.5,1.6666666666666667
"丹津, 達賴",噶爾丹,0.15,0.6,1.7142857142857144
丹津,"噶爾丹, 達賴",0.15,0.5,1.6666666666666667
"汗, 達賴",丹津,0.15,0.5,1.6666666666666667
"丹津, 達賴",汗,0.15,0.6,1.7142857142857144
丹津,"汗, 達賴",0.15,0.5,1.6666666666666667
"扎薩克圖, 達賴",尚書,0.15,1.0,2.857142857142857
扎薩克圖,"尚書, 達賴",0.15,0.7499999999999999,2.142857142857143
"扎薩克圖, 達賴",胡土克圖,0.15,1.0,2.0
扎薩克圖,"胡土克圖, 達賴",0.15,0.7499999999999999,1.6666666666666663
