antecedents_str,consequents_str,support,confidence,lift
"扎薩克圖, 達賴",汗,0.15,1.0,2.857142857142857
"汗, 達賴",扎薩克圖,0.15,0.5,2.5
扎薩克圖,"汗, 達賴",0.15,0.7499999999999999,2.4999999999999996
"丹巴, 達賴",扎薩克圖,0.15,0.5,2.5
"扎薩克圖, 達賴",丹巴,0.15,1.0,2.857142857142857
扎薩克圖,"丹巴, 達賴",0.15,0.7499999999999999,2.4999999999999996
"扎薩克圖, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
扎薩克圖,"噶爾丹, 達賴",0.1,0.5,1.6666666666666667
"扎薩克圖, 達賴",丹津,0.1,0.6666666666666667,2.2222222222222228
扎薩克圖,"丹津, 達賴",0.1,0.5,2.0
"扎薩克圖, 達賴",六月,0.1,0.6666666666666667,1.904761904761905
扎薩克圖,"六月, 達賴",0.1,0.5,1.6666666666666667
"扎薩克圖, 達賴",吏部,0.1,0.6666666666666667,2.2222222222222228
扎薩克圖,"吏部, 達賴",0.1,0.5,2.0
"扎薩克圖, 達賴",刑部,0.1,0.6666666666666667,2.666666666666667
扎薩克圖,"刑部, 達賴",0.1,0.5,2.0
"扎薩克圖, 達賴",太皇太后,0.1,0.6666666666666667,2.2222222222222228
扎薩克圖,"太皇太后, 達賴",0.1,0.5,1.6666666666666667
"土謝, 達賴",尚書,0.1,1.0,2.857142857142857
土謝,"尚書, 達賴",0.1,0.6666666666666667,1.904761904761905
"土謝, 達賴",刑部,0.1,1.0,4.0
土謝,"刑部, 達賴",0.1,0.6666666666666667,2.666666666666667
"右侍郎, 達賴",土謝,0.1,0.5,3.3333333333333335
"土謝, 達賴",右侍郎,0.1,1.0,5.0
右侍郎,"土謝, 達賴",0.1,0.5,5.0
土謝,"右侍郎, 達賴",0.1,0.6666666666666667,3.3333333333333335
"兵部, 達賴",土謝,0.1,0.5,3.3333333333333335
"土謝, 達賴",兵部,0.1,1.0,5.0
兵部,"土謝, 達賴",0.1,0.5,5.0
土謝,"兵部, 達賴",0.1,0.6666666666666667,3.3333333333333335
"四月, 達賴",土謝,0.1,0.6666666666666667,4.4444444444444455
"土謝, 達賴",四月,0.1,1.0,6.666666666666667
四月,"土謝, 達賴",0.1,0.6666666666666667,6.666666666666667
土謝,"四月, 達賴",0.1,0.6666666666666667,4.4444444444444455
"土謝, 達賴",康熙,0.1,1.0,1.5384615384615383
"土謝, 達賴",台吉,0.1,1.0,1.6666666666666667
"土謝, 達賴",胡土克圖,0.1,1.0,2.0
"土謝, 達賴",汗,0.1,1.0,2.857142857142857
土謝,"汗, 達賴",0.1,0.6666666666666667,2.2222222222222228
"土謝, 達賴",噶爾丹,0.1,1.0,2.857142857142857
土謝,"噶爾丹, 達賴",0.1,0.6666666666666667,2.2222222222222228
"土謝, 達賴",丹巴,0.1,1.0,2.857142857142857
土謝,"丹巴, 達賴",0.1,0.6666666666666667,2.2222222222222228
"土謝, 達賴",丹津,0.1,1.0,3.3333333333333335
土謝,"丹津, 達賴",0.1,0.6666666666666667,2.666666666666667
"扎薩克圖, 達賴",土謝,0.1,0.6666666666666667,4.4444444444444455
"土謝, 達賴",扎薩克圖,0.1,1.0,5.0
扎薩克圖,"土謝, 達賴",0.1,0.5,5.0
土謝,"扎薩克圖, 達賴",0.1,0.6666666666666667,4.4444444444444455
"甲申, 達賴",康熙,0.15,1.0,1.5384615384615383
甲申,"康熙, 達賴",0.15,1.0,1.6666666666666667
"甲申, 達賴",台吉,0.15,1.0,1.6666666666666667
甲申,"台吉, 達賴",0.15,1.0,1.8181818181818181
"藩院, 達賴",甲申,0.1,0.5,3.3333333333333335
"甲申, 達賴",藩院,0.1,0.6666666666666667,3.3333333333333335
藩院,"甲申, 達賴",0.1,0.5,3.3333333333333335
甲申,"藩院, 達賴",0.1,0.6666666666666667,3.3333333333333335
"甲申, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
甲申,"噶爾丹, 達賴",0.1,0.6666666666666667,2.2222222222222228
"甲申, 達賴",六月,0.1,0.6666666666666667,1.904761904761905
甲申,"六月, 達賴",0.1,0.6666666666666667,2.2222222222222228
"甲申, 達賴",青海,0.1,0.6666666666666667,1.904761904761905
甲申,"達賴, 青海",0.1,0.6666666666666667,1.904761904761905
甲申,"實錄, 達賴",0.1,0.6666666666666667,1.6666666666666667
"乙酉, 達賴",康熙,0.15,1.0,1.5384615384615383
乙酉,"康熙, 達賴",0.15,1.0,1.6666666666666667
"乙酉, 達賴",台吉,0.15,1.0,1.6666666666666667
乙酉,"台吉, 達賴",0.15,1.0,1.8181818181818181
"甲申, 達賴",乙酉,0.15,1.0,6.666666666666667
"乙酉, 達賴",甲申,0.15,1.0,6.666666666666667
甲申,"乙酉, 達賴",0.15,1.0,6.666666666666667
乙酉,"甲申, 達賴",0.15,1.0,6.666666666666667
"藩院, 達賴",乙酉,0.1,0.5,3.3333333333333335
"乙酉, 達賴",藩院,0.1,0.6666666666666667,3.3333333333333335
藩院,"乙酉, 達賴",0.1,0.5,3.3333333333333335
乙酉,"藩院, 達賴",0.1,0.6666666666666667,3.3333333333333335
"乙酉, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
乙酉,"噶爾丹, 達賴",0.1,0.6666666666666667,2.2222222222222228
"乙酉, 達賴",六月,0.1,0.6666666666666667,1.904761904761905
乙酉,"六月, 達賴",0.1,0.6666666666666667,2.2222222222222228
"乙酉, 達賴",青海,0.1,0.6666666666666667,1.904761904761905
乙酉,"達賴, 青海",0.1,0.6666666666666667,1.904761904761905
乙酉,"實錄, 達賴",0.1,0.6666666666666667,1.6666666666666667
"達賴, 郎中",土謝,0.1,1.0,6.666666666666667
"土謝, 達賴",郎中,0.1,1.0,10.0
郎中,"土謝, 達賴",0.1,1.0,10.0
土謝,"達賴, 郎中",0.1,0.6666666666666667,6.666666666666667
"四月, 達賴",郎中,0.1,0.6666666666666667,6.666666666666667
"達賴, 郎中",四月,0.1,1.0,6.666666666666667
四月,"達賴, 郎中",0.1,0.6666666666666667,6.666666666666667
郎中,"四月, 達賴",0.1,1.0,6.666666666666667
"兵部, 達賴",郎中,0.1,0.5,5.0
"達賴, 郎中",兵部,0.1,1.0,5.0
兵部,"達賴, 郎中",0.1,0.5,5.0
郎中,"兵部, 達賴",0.1,1.0,5.0
"右侍郎, 達賴",郎中,0.1,0.5,5.0
"達賴, 郎中",右侍郎,0.1,1.0,5.0
右侍郎,"達賴, 郎中",0.1,0.5,5.0
郎中,"右侍郎, 達賴",0.1,1.0,5.0
"扎薩克圖, 達賴",郎中,0.1,0.6666666666666667,6.666666666666667
"達賴, 郎中",扎薩克圖,0.1,1.0,5.0
扎薩克圖,"達賴, 郎中",0.1,0.5,5.0
郎中,"扎薩克圖, 達賴",0.1,1.0,6.666666666666667
"達賴, 郎中",刑部,0.1,1.0,4.0
郎中,"刑部, 達賴",0.1,1.0,4.0
"達賴, 郎中",丹津,0.1,1.0,3.3333333333333335
郎中,"丹津, 達賴",0.1,1.0,4.0
"達賴, 郎中",丹巴,0.1,1.0,2.857142857142857
郎中,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"達賴, 郎中",噶爾丹,0.1,1.0,2.857142857142857
郎中,"噶爾丹, 達賴",0.1,1.0,3.3333333333333335
"達賴, 郎中",尚書,0.1,1.0,2.857142857142857
郎中,"尚書, 達賴",0.1,1.0,2.857142857142857
"達賴, 郎中",汗,0.1,1.0,2.857142857142857
郎中,"汗, 達賴",0.1,1.0,3.3333333333333335
"達賴, 郎中",胡土克圖,0.1,1.0,2.0
郎中,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"達賴, 郎中",台吉,0.1,1.0,1.6666666666666667
郎中,"台吉, 達賴",0.1,1.0,1.8181818181818181
"達賴, 郎中",康熙,0.1,1.0,1.5384615384615383
郎中,"康熙, 達賴",0.1,1.0,1.6666666666666667
"達賴, 阿爾必",丹巴,0.1,1.0,2.857142857142857
阿爾必,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"達賴, 阿爾必",噶爾丹,0.1,1.0,2.857142857142857
阿爾必,"噶爾丹, 達賴",0.1,1.0,3.3333333333333335
"達賴, 阿爾必",尚書,0.1,1.0,2.857142857142857
阿爾必,"尚書, 達賴",0.1,1.0,2.857142857142857
"達賴, 阿爾必",汗,0.1,1.0,2.857142857142857
阿爾必,"汗, 達賴",0.1,1.0,3.3333333333333335
"達賴, 阿爾必",胡土克圖,0.1,1.0,2.0
阿爾必,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"達賴, 阿爾必",康熙,0.1,1.0,1.5384615384615383
阿爾必,"康熙, 達賴",0.1,1.0,1.6666666666666667
"達賴, 阿喇尼",阿爾必,0.1,1.0,10.0
"達賴, 阿爾必",阿喇尼,0.1,1.0,10.0
阿喇尼,"達賴, 阿爾必",0.1,1.0,10.0
阿爾必,"達賴, 阿喇尼",0.1,1.0,10.0
"達賴, 阿喇尼",丹巴,0.1,1.0,2.857142857142857
阿喇尼,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"達賴, 阿喇尼",噶爾丹,0.1,1.0,2.857142857142857
阿喇尼,"噶爾丹, 達賴",0.1,1.0,3.3333333333333335
"達賴, 阿喇尼",尚書,0.1,1.0,2.857142857142857
阿喇尼,"尚書, 達賴",0.1,1.0,2.857142857142857
"達賴, 阿喇尼",汗,0.1,1.0,2.857142857142857
阿喇尼,"汗, 達賴",0.1,1.0,3.3333333333333335
"達賴, 阿喇尼",胡土克圖,0.1,1.0,2.0
阿喇尼,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"達賴, 阿喇尼",康熙,0.1,1.0,1.5384615384615383
阿喇尼,"康熙, 達賴",0.1,1.0,1.6666666666666667
"左翼, 達賴",郎中,0.1,1.0,10.0
"達賴, 郎中",左翼,0.1,1.0,10.0
左翼,"達賴, 郎中",0.1,1.0,10.0
郎中,"左翼, 達賴",0.1,1.0,10.0
"左翼, 達賴",土謝,0.1,1.0,6.666666666666667
"土謝, 達賴",左翼,0.1,1.0,10.0
左翼,"土謝, 達賴",0.1,1.0,10.0
土謝,"左翼, 達賴",0.1,0.6666666666666667,6.666666666666667
"左翼, 達賴",四月,0.1,1.0,6.666666666666667
"四月, 達賴",左翼,0.1,0.6666666666666667,6.666666666666667
左翼,"四月, 達賴",0.1,1.0,6.666666666666667
四月,"左翼, 達賴",0.1,0.6666666666666667,6.666666666666667
"兵部, 達賴",左翼,0.1,0.5,5.0
"左翼, 達賴",兵部,0.1,1.0,5.0
兵部,"左翼, 達賴",0.1,0.5,5.0
左翼,"兵部, 達賴",0.1,1.0,5.0
"左翼, 達賴",右侍郎,0.1,1.0,5.0
"右侍郎, 達賴",左翼,0.1,0.5,5.0
左翼,"右侍郎, 達賴",0.1,1.0,5.0
右侍郎,"左翼, 達賴",0.1,0.5,5.0
"左翼, 達賴",扎薩克圖,0.1,1.0,5.0
"扎薩克圖, 達賴",左翼,0.1,0.6666666666666667,6.666666666666667
左翼,"扎薩克圖, 達賴",0.1,1.0,6.666666666666667
扎薩克圖,"左翼, 達賴",0.1,0.5,5.0
"左翼, 達賴",刑部,0.1,1.0,4.0
左翼,"刑部, 達賴",0.1,1.0,4.0
"左翼, 達賴",丹津,0.1,1.0,3.3333333333333335
左翼,"丹津, 達賴",0.1,1.0,4.0
"左翼, 達賴",丹巴,0.1,1.0,2.857142857142857
左翼,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"左翼, 達賴",噶爾丹,0.1,1.0,2.857142857142857
左翼,"噶爾丹, 達賴",0.1,1.0,3.3333333333333335
"左翼, 達賴",尚書,0.1,1.0,2.857142857142857
左翼,"尚書, 達賴",0.1,1.0,2.857142857142857
"左翼, 達賴",汗,0.1,1.0,2.857142857142857
左翼,"汗, 達賴",0.1,1.0,3.3333333333333335
"左翼, 達賴",胡土克圖,0.1,1.0,2.0
左翼,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"左翼, 達賴",台吉,0.1,1.0,1.6666666666666667
左翼,"台吉, 達賴",0.1,1.0,1.8181818181818181
"左翼, 達賴",康熙,0.1,1.0,1.5384615384615383
左翼,"康熙, 達賴",0.1,1.0,1.6666666666666667
"車臣, 達賴",左翼,0.1,1.0,10.0
"左翼, 達賴",車臣,0.1,1.0,10.0
車臣,"左翼, 達賴",0.1,1.0,10.0
左翼,"車臣, 達賴",0.1,1.0,10.0
"車臣, 達賴",郎中,0.1,1.0,10.0
"達賴, 郎中",車臣,0.1,1.0,10.0
車臣,"達賴, 郎中",0.1,1.0,10.0
郎中,"車臣, 達賴",0.1,1.0,10.0
"車臣, 達賴",土謝,0.1,1.0,6.666666666666667
"土謝, 達賴",車臣,0.1,1.0,10.0
車臣,"土謝, 達賴",0.1,1.0,10.0
土謝,"車臣, 達賴",0.1,0.6666666666666667,6.666666666666667
"車臣, 達賴",四月,0.1,1.0,6.666666666666667
"四月, 達賴",車臣,0.1,0.6666666666666667,6.666666666666667
車臣,"四月, 達賴",0.1,1.0,6.666666666666667
四月,"車臣, 達賴",0.1,0.6666666666666667,6.666666666666667
"兵部, 達賴",車臣,0.1,0.5,5.0
"車臣, 達賴",兵部,0.1,1.0,5.0
兵部,"車臣, 達賴",0.1,0.5,5.0
車臣,"兵部, 達賴",0.1,1.0,5.0
"車臣, 達賴",右侍郎,0.1,1.0,5.0
"右侍郎, 達賴",車臣,0.1,0.5,5.0
車臣,"右侍郎, 達賴",0.1,1.0,5.0
右侍郎,"車臣, 達賴",0.1,0.5,5.0
"車臣, 達賴",扎薩克圖,0.1,1.0,5.0
"扎薩克圖, 達賴",車臣,0.1,0.6666666666666667,6.666666666666667
車臣,"扎薩克圖, 達賴",0.1,1.0,6.666666666666667
扎薩克圖,"車臣, 達賴",0.1,0.5,5.0
"車臣, 達賴",刑部,0.1,1.0,4.0
車臣,"刑部, 達賴",0.1,1.0,4.0
"車臣, 達賴",丹津,0.1,1.0,3.3333333333333335
車臣,"丹津, 達賴",0.1,1.0,4.0
"車臣, 達賴",丹巴,0.1,1.0,2.857142857142857
車臣,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"車臣, 達賴",噶爾丹,0.1,1.0,2.857142857142857
車臣,"噶爾丹, 達賴",0.1,1.0,3.3333333333333335
"車臣, 達賴",尚書,0.1,1.0,2.857142857142857
車臣,"尚書, 達賴",0.1,1.0,2.857142857142857
"車臣, 達賴",汗,0.1,1.0,2.857142857142857
車臣,"汗, 達賴",0.1,1.0,3.3333333333333335
"車臣, 達賴",胡土克圖,0.1,1.0,2.0
車臣,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"車臣, 達賴",台吉,0.1,1.0,1.6666666666666667
車臣,"台吉, 達賴",0.1,1.0,1.8181818181818181
"車臣, 達賴",康熙,0.1,1.0,1.5384615384615383
車臣,"康熙, 達賴",0.1,1.0,1.6666666666666667
"扎薩克圖, 達賴",西勒圖,0.1,0.6666666666666667,6.666666666666667
"西勒圖, 達賴",扎薩克圖,0.1,1.0,5.0
扎薩克圖,"西勒圖, 達賴",0.1,0.5,5.0
西勒圖,"扎薩克圖, 達賴",0.1,1.0,6.666666666666667
"西勒圖, 達賴",太皇太后,0.1,1.0,3.3333333333333335
西勒圖,"太皇太后, 達賴",0.1,1.0,3.3333333333333335
"西勒圖, 達賴",丹巴,0.1,1.0,2.857142857142857
西勒圖,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"西勒圖, 達賴",尚書,0.1,1.0,2.857142857142857
西勒圖,"尚書, 達賴",0.1,1.0,2.857142857142857
"西勒圖, 達賴",汗,0.1,1.0,2.857142857142857
西勒圖,"汗, 達賴",0.1,1.0,3.3333333333333335
"西勒圖, 達賴",胡土克圖,0.1,1.0,2.0
西勒圖,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"喀爾喀七旗, 達賴",西勒圖,0.1,1.0,10.0
"西勒圖, 達賴",喀爾喀七旗,0.1,1.0,10.0
喀爾喀七旗,"西勒圖, 達賴",0.1,1.0,10.0
西勒圖,"喀爾喀七旗, 達賴",0.1,1.0,10.0
"喀爾喀七旗, 達賴",扎薩克圖,0.1,1.0,5.0
"扎薩克圖, 達賴",喀爾喀七旗,0.1,0.6666666666666667,6.666666666666667
喀爾喀七旗,"扎薩克圖, 達賴",0.1,1.0,6.666666666666667
扎薩克圖,"喀爾喀七旗, 達賴",0.1,0.5,5.0
"喀爾喀七旗, 達賴",太皇太后,0.1,1.0,3.3333333333333335
喀爾喀七旗,"太皇太后, 達賴",0.1,1.0,3.3333333333333335
"喀爾喀七旗, 達賴",丹巴,0.1,1.0,2.857142857142857
喀爾喀七旗,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"喀爾喀七旗, 達賴",尚書,0.1,1.0,2.857142857142857
喀爾喀七旗,"尚書, 達賴",0.1,1.0,2.857142857142857
"喀爾喀七旗, 達賴",汗,0.1,1.0,2.857142857142857
喀爾喀七旗,"汗, 達賴",0.1,1.0,3.3333333333333335
"喀爾喀七旗, 達賴",胡土克圖,0.1,1.0,2.0
喀爾喀七旗,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"墨爾根, 達賴",乙酉,0.1,1.0,6.666666666666667
"乙酉, 達賴",墨爾根,0.1,0.6666666666666667,6.666666666666667
墨爾根,"乙酉, 達賴",0.1,1.0,6.666666666666667
乙酉,"墨爾根, 達賴",0.1,0.6666666666666667,6.666666666666667
"墨爾根, 達賴",甲申,0.1,1.0,6.666666666666667
"甲申, 達賴",墨爾根,0.1,0.6666666666666667,6.666666666666667
墨爾根,"甲申, 達賴",0.1,1.0,6.666666666666667
甲申,"墨爾根, 達賴",0.1,0.6666666666666667,6.666666666666667
"墨爾根, 達賴",藩院,0.1,1.0,5.0
"藩院, 達賴",墨爾根,0.1,0.5,5.0
墨爾根,"藩院, 達賴",0.1,1.0,5.0
藩院,"墨爾根, 達賴",0.1,0.5,5.0
"墨爾根, 達賴",台吉,0.1,1.0,1.6666666666666667
墨爾根,"台吉, 達賴",0.1,1.0,1.8181818181818181
"墨爾根, 達賴",康熙,0.1,1.0,1.5384615384615383
墨爾根,"康熙, 達賴",0.1,1.0,1.6666666666666667
"藩院, 達賴",保住,0.1,0.5,5.0
"保住, 達賴",藩院,0.1,1.0,5.0
藩院,"保住, 達賴",0.1,0.5,5.0
保住,"藩院, 達賴",0.1,1.0,5.0
"保住, 達賴",丹津,0.1,1.0,3.3333333333333335
保住,"丹津, 達賴",0.1,1.0,4.0
"保住, 達賴",丹巴,0.1,1.0,2.857142857142857
保住,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"保住, 達賴",噶爾丹,0.1,1.0,2.857142857142857
保住,"噶爾丹, 達賴",0.1,1.0,3.3333333333333335
"保住, 達賴",胡土克圖,0.1,1.0,2.0
保住,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"保住, 達賴",台吉,0.1,1.0,1.6666666666666667
保住,"台吉, 達賴",0.1,1.0,1.8181818181818181
"保住, 達賴",康熙,0.1,1.0,1.5384615384615383
保住,"康熙, 達賴",0.1,1.0,1.6666666666666667
"丙戌, 達賴",墨爾根,0.1,1.0,10.0
"墨爾根, 達賴",丙戌,0.1,1.0,10.0
丙戌,"墨爾根, 達賴",0.1,1.0,10.0
墨爾根,"丙戌, 達賴",0.1,1.0,10.0
"丙戌, 達賴",乙酉,0.1,1.0,6.666666666666667
"乙酉, 達賴",丙戌,0.1,0.6666666666666667,6.666666666666667
丙戌,"乙酉, 達賴",0.1,1.0,6.666666666666667
乙酉,"丙戌, 達賴",0.1,0.6666666666666667,6.666666666666667
"丙戌, 達賴",甲申,0.1,1.0,6.666666666666667
"甲申, 達賴",丙戌,0.1,0.6666666666666667,6.666666666666667
丙戌,"甲申, 達賴",0.1,1.0,6.666666666666667
甲申,"丙戌, 達賴",0.1,0.6666666666666667,6.666666666666667
"丙戌, 達賴",藩院,0.1,1.0,5.0
"藩院, 達賴",丙戌,0.1,0.5,5.0
丙戌,"藩院, 達賴",0.1,1.0,5.0
藩院,"丙戌, 達賴",0.1,0.5,5.0
"丙戌, 達賴",台吉,0.1,1.0,1.6666666666666667
丙戌,"台吉, 達賴",0.1,1.0,1.8181818181818181
"丙戌, 達賴",康熙,0.1,1.0,1.5384615384615383
丙戌,"康熙, 達賴",0.1,1.0,1.6666666666666667
"乙卯, 達賴",胡土克圖,0.15,1.0,2.0
乙卯,"胡土克圖, 達賴",0.15,1.0,2.2222222222222223
"乙卯, 達賴",尚書,0.15,1.0,2.857142857142857
乙卯,"尚書, 達賴",0.15,1.0,2.857142857142857
"乙卯, 達賴",布政使,0.1,0.6666666666666667,3.3333333333333335
"布政使, 達賴",乙卯,0.1,0.6666666666666667,4.4444444444444455
乙卯,"布政使, 達賴",0.1,0.6666666666666667,4.4444444444444455
布政使,"乙卯, 達賴",0.1,0.5,3.3333333333333335
"乙卯, 達賴",扎薩克圖,0.1,0.6666666666666667,3.3333333333333335
"扎薩克圖, 達賴",乙卯,0.1,0.6666666666666667,4.4444444444444455
乙卯,"扎薩克圖, 達賴",0.1,0.6666666666666667,4.4444444444444455
扎薩克圖,"乙卯, 達賴",0.1,0.5,3.3333333333333335
"乙卯, 達賴",吏部,0.1,0.6666666666666667,2.2222222222222228
乙卯,"吏部, 達賴",0.1,0.6666666666666667,2.666666666666667
"乙卯, 達賴",丹巴,0.1,0.6666666666666667,1.904761904761905
乙卯,"丹巴, 達賴",0.1,0.6666666666666667,2.2222222222222228
"乙卯, 達賴",六月,0.1,0.6666666666666667,1.904761904761905
乙卯,"六月, 達賴",0.1,0.6666666666666667,2.2222222222222228
"乙卯, 達賴",汗,0.1,0.6666666666666667,1.904761904761905
乙卯,"汗, 達賴",0.1,0.6666666666666667,2.2222222222222228
"乙卯, 達賴",白旗,0.1,0.6666666666666667,3.3333333333333335
"白旗, 達賴",乙卯,0.1,0.5,3.3333333333333335
乙卯,"白旗, 達賴",0.1,0.6666666666666667,3.3333333333333335
白旗,"乙卯, 達賴",0.1,0.5,3.3333333333333335
"乙卯, 達賴",總督,0.1,0.6666666666666667,3.3333333333333335
"總督, 達賴",乙卯,0.1,0.5,3.3333333333333335
乙卯,"總督, 達賴",0.1,0.6666666666666667,3.3333333333333335
總督,"乙卯, 達賴",0.1,0.5,3.3333333333333335
"乙卯, 達賴",公,0.1,0.6666666666666667,3.3333333333333335
"公, 達賴",乙卯,0.1,0.5,3.3333333333333335
乙卯,"公, 達賴",0.1,0.6666666666666667,3.3333333333333335
公,"乙卯, 達賴",0.1,0.5,3.3333333333333335
"乙卯, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
乙卯,"噶爾丹, 達賴",0.1,0.6666666666666667,2.2222222222222228
"癸丑, 達賴",胡土克圖,0.15,1.0,2.0
癸丑,"胡土克圖, 達賴",0.15,1.0,2.2222222222222223
"癸丑, 達賴",尚書,0.15,1.0,2.857142857142857
癸丑,"尚書, 達賴",0.15,1.0,2.857142857142857
"癸丑, 達賴",乙卯,0.15,1.0,6.666666666666667
"乙卯, 達賴",癸丑,0.15,1.0,6.666666666666667
癸丑,"乙卯, 達賴",0.15,1.0,6.666666666666667
乙卯,"癸丑, 達賴",0.15,1.0,6.666666666666667
"癸丑, 達賴",布政使,0.1,0.6666666666666667,3.3333333333333335
"布政使, 達賴",癸丑,0.1,0.6666666666666667,4.4444444444444455
癸丑,"布政使, 達賴",0.1,0.6666666666666667,4.4444444444444455
布政使,"癸丑, 達賴",0.1,0.5,3.3333333333333335
"癸丑, 達賴",扎薩克圖,0.1,0.6666666666666667,3.3333333333333335
"扎薩克圖, 達賴",癸丑,0.1,0.6666666666666667,4.4444444444444455
癸丑,"扎薩克圖, 達賴",0.1,0.6666666666666667,4.4444444444444455
扎薩克圖,"癸丑, 達賴",0.1,0.5,3.3333333333333335
"癸丑, 達賴",吏部,0.1,0.6666666666666667,2.2222222222222228
癸丑,"吏部, 達賴",0.1,0.6666666666666667,2.666666666666667
"癸丑, 達賴",丹巴,0.1,0.6666666666666667,1.904761904761905
癸丑,"丹巴, 達賴",0.1,0.6666666666666667,2.2222222222222228
"癸丑, 達賴",六月,0.1,0.6666666666666667,1.904761904761905
癸丑,"六月, 達賴",0.1,0.6666666666666667,2.2222222222222228
"癸丑, 達賴",汗,0.1,0.6666666666666667,1.904761904761905
癸丑,"汗, 達賴",0.1,0.6666666666666667,2.2222222222222228
"癸丑, 達賴",白旗,0.1,0.6666666666666667,3.3333333333333335
"白旗, 達賴",癸丑,0.1,0.5,3.3333333333333335
癸丑,"白旗, 達賴",0.1,0.6666666666666667,3.3333333333333335
白旗,"癸丑, 達賴",0.1,0.5,3.3333333333333335
"癸丑, 達賴",總督,0.1,0.6666666666666667,3.3333333333333335
"總督, 達賴",癸丑,0.1,0.5,3.3333333333333335
癸丑,"總督, 達賴",0.1,0.6666666666666667,3.3333333333333335
總督,"癸丑, 達賴",0.1,0.5,3.3333333333333335
"癸丑, 達賴",公,0.1,0.6666666666666667,3.3333333333333335
"公, 達賴",癸丑,0.1,0.5,3.3333333333333335
癸丑,"公, 達賴",0.1,0.6666666666666667,3.3333333333333335
公,"癸丑, 達賴",0.1,0.5,3.3333333333333335
"癸丑, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
癸丑,"噶爾丹, 達賴",0.1,0.6666666666666667,2.2222222222222228
"廣東, 達賴",朔,0.1,1.0,3.3333333333333335
廣東,"朔, 達賴",0.1,1.0,3.3333333333333335
"廣東, 達賴",丹巴,0.1,1.0,2.857142857142857
廣東,"丹巴, 達賴",0.1,1.0,3.3333333333333335
"廣東, 達賴",汗,0.1,1.0,2.857142857142857
廣東,"汗, 達賴",0.1,1.0,3.3333333333333335
"廣東, 達賴",胡土克圖,0.1,1.0,2.0
廣東,"胡土克圖, 達賴",0.1,1.0,2.2222222222222223
"丹巴, 達賴",多爾濟,0.15,0.5,2.0
"多爾濟, 達賴",丹巴,0.15,0.7499999999999999,2.142857142857143
多爾濟,"丹巴, 達賴",0.15,0.6,2.0
"多爾濟, 達賴",丹津,0.1,0.5,1.6666666666666667
"多爾濟, 達賴",康熙,0.2,1.0,1.5384615384615383
"實錄, 達賴",多爾濟,0.2,0.5,2.0
"多爾濟, 達賴",實錄,0.2,1.0,2.2222222222222223
多爾濟,"實錄, 達賴",0.2,0.8,2.0
"多爾濟, 達賴",噶爾丹,0.2,1.0,2.857142857142857
"噶爾丹, 達賴",多爾濟,0.2,0.6666666666666667,2.666666666666667
多爾濟,"噶爾丹, 達賴",0.2,0.8,2.666666666666667
噶爾丹,"多爾濟, 達賴",0.2,0.5714285714285715,2.857142857142857
"多爾濟, 達賴",總兵,0.15,0.7499999999999999,2.4999999999999996
"總兵, 達賴",多爾濟,0.15,0.5,2.0
多爾濟,"總兵, 達賴",0.15,0.6,2.0
總兵,"多爾濟, 達賴",0.15,0.5,2.5
"至噶爾丹, 達賴",噶爾丹,0.1,0.6666666666666667,1.904761904761905
至噶爾丹,"噶爾丹, 達賴",0.1,0.5,1.6666666666666667
"至噶爾丹, 達賴",青海,0.15,1.0,2.857142857142857
至噶爾丹,"達賴, 青海",0.15,0.7499999999999999,2.142857142857143
"至噶爾丹, 達賴",台吉,0.15,1.0,1.6666666666666667
"至噶爾丹, 達賴",藩院,0.1,0.6666666666666667,3.3333333333333335
"藩院, 達賴",至噶爾丹,0.1,0.5,2.5
至噶爾丹,"藩院, 達賴",0.1,0.5,2.5
藩院,"至噶爾丹, 達賴",0.1,0.5,3.3333333333333335
"八月, 達賴",實錄,0.15,0.7499999999999999,1.6666666666666663
八月,"實錄, 達賴",0.15,0.7499999999999999,1.8749999999999996
"八月, 達賴",多爾濟,0.1,0.5,2.0
"多爾濟, 達賴",八月,0.1,0.5,2.5
八月,"多爾濟, 達賴",0.1,0.5,2.5
