period_year,items,item_count
1682,丁丑|丁未|七月|三十日|三屯|三旗|三月|三班|世祖|丙午|丙子|丹津|乙亥|乙巳|九卿|九月|二十七日|二十二年|二十六日|二月|五月|京口|以科爾沁|伯爾赫|佟國卿|侍衛|侍衛伯爾赫|侍讀|侍郎|供奉|保寧|保舉|傅臘塔|元旦|光祿|內閣|八旗|八月|六月|兵部|其佐領|典章|分巡|刑部|初一|十一月|十二月|十月|午門|南道|博碩克圖|卿|厄魯特|參贊|台吉|史護衛|右侍郎|司官|吏部|吳逆|周岱生|哈喇|嘉定|噶爾齊|嚴道|四川|四月|固山|圖納|地方官|堂子|壬子|壬戌|外藩|大學士|太和|太宗|太廟|太皇太后|太祖|妻孫氏|孔子|學士|學士禧|學士陳廷敬|宗人府|宗室|實錄|將軍|將軍林|尚書|尼哈番|山海|峨眉|巡徽寧道|巡撫|工部|左侍郎|己卯|己酉|巴克|巴海|布政使|平凉|庚戌|庚辰|康熙|廣東|廣西|張德地|張秉彝|張英|應奎|戊寅|戊申|成都|成都王|戶口|扎薩克|按察使|掌院|提督|撫寧縣|故多羅貝勒|明|昭陵|時憲|朔|杭|東道|東道羅定|松花江|枷號|桂平|梁鼎|正月|正紅旗|正黃旗|永平|永陵|汗|江南|江右|江西|沙喇哈番|沙津|河西|洱海|浙江|海子|湖南|湖東道|湖西|滇|滿兵|滿洲|滿漢|漢莊|烏喇|烏喇等|燕代|爵|王|王喇布|王弘祚|王熙|王用予|王進|理藩|瓊州|甲戌|甲辰|畝徵銀|番|癸卯|癸酉|白旗|盛京|知縣|福建|福陵|科爾沁|科臣|科道|科道官|章京|章進|糧道|總兵|纂修|翰林院|職方|臨元道|臬|良棟|茂臻|蒙古|蒼梧|藩王|蘇赫臣|蘭州|螺子山|襲爵|西分守|西岷州|西平|詹事|詹事府|諭戶部|諸王|諾敏|講官|豐潤縣|貝勒|貝勒沙津|貝勒貝子|貝子|貢士|貴州|貴陽|軍機|道鬱林道|遼河|郎中|都察院|都御史|鄂木布|金世鑑|金德嘉|金鼐|鎮標|鎮遠|鑲黃旗|關南道|關西道|陜|雲南|鞏昌|領侍衛內|額爾克|顧爾瑪|鮮國王|黔|齋薩泰沙禮,244
1683,丁卯|丁酉|七月|三屯|三月|丹巴|九卿|九月|乾清宮|二十三年|二十二年|二十二日|二月|五月|五龍亭|京|京城|京師|伊桑阿|佐領|侍讀|侍郎|信安鎮|傅臘塔|元旦|內閣|八旗|八月|公|六月|兵部|兼禮部|刑部|劉國軒|北山|北鎮里|十一月|十九年|十二月|十八日|十六日|十月|千總王|南苑|博碩克|卿|厄魯特噶爾丹|參領|台吉|右侍郎|吏部|吳三畏|吳喇忒鎮國|吳泗徐|吳熙|吳英|周勝驤|哈爾山|喀爾圖|噶爾漢|四川|四月|固山|地方官|堂子|堯|壬寅|壬申|夔|多羅|多羅貝勒松|多羅達爾漢貝勒|大同|大學士|天命|天津|太原|太和|太子河|太廟|太皇太后|奉天|如松|姚啟|學士|安徽|官林賢|實錄|將軍|尚書|尼哈番|山東|山西|峪口|巡撫|巡撫格爾|工部|左侍郎|左朝極|左翼|己亥|己巳|巴為|布政使|布永興|庚午|庚子|府尹|康熙|廈門|廣總督|建昌|張仲舉|張家口|張斌|張玉書|戊戌|戊辰|成都|戶部|房縣|指揮|按察使|提督|故滿洲|教諭|文選司|施琅|明|明珠|昭陵|時憲|朔|朝鮮國王|朱天貴|朱必勝|柯永|栗家口|楊向|楊德|正月|正紅旗|正紅旗漢|武營|歸化城|殷副都統|每佐領|永寧|永陵|江南|江寧|沈誠等|浙江|海逆|渾河|湖南|湖廣|湖都克土|溫州|滿州|滿洲|滿漢|漢中|漢中關|漳州|潘上|澎湖|濮州|煥文|玉泉山|王定|王珍|甲戌|甲辰|畢禮袞|癸亥|癸卯|癸酉|白廟|白旗|白水|監候|直隸|知事|福建|福陵|科爾沁|科道|秦省|穆爾賽|立决|管領|籠嶼|納魯河|納魯窩濟|紫光|統莽奕祿|經筵|縣典史|總兵|總河|總陳永祿|翁牛特|翰林院|胡土克圖|胡拉禪|興化|舜|良棟|苑家口|荊州|蒙古|蕭家渡|藍理|藩王|藩院|蘇子河|蘇海|衛使|西安|詹事|詹事府|諸王|講官|講筵|議政王|護軍統|貝勒貝子|起居注|辛丑|辛未|遊擊|達賴|遵化|邱縣|郡王|都御史|都督|金錫冑|鑲紅旗漢|阿喇尼奏|阿思哈|阿魯諸地|陜|陵遣官|雲南|雲南鶴麗|霸州|靳輔|領伯|額星格|駐防|騎校|高爾位|魏明,255
1684,一品|一月|丁卯|丁酉|七月|三旗|三月|世祖|丙寅|丙申|乙丑|乙未|九卿|九月|乾清宮|二十三年|二十四年|二月|五月|今之督撫|今薩布素|伊桑阿|伊爾格圖|伊白里|佐領|佟氏|侍衛|侍講|侍讀|侍郎|保和殿|元旦|內鄉|內閣|八旗|八月|公|六月|兵部|兼禮部|刑部|則例|劉國軒|包衣|十一月|十二月|十月|南唐|南苑|南陽府|博格|卿|厄魯特|及察哈爾|句容|台吉|右侍郎|司官|司通政|同知|吏部|吳興|哈納扎|四月|固山|圖爾|土默特|堂子|壬戌|壬辰|外藩|大同|大學士|天津|太保|太僕寺|太和|太子|太師|太廟|太皇太后|奉天|如梅|妻莽氏|妻關|孔子|孫權|孫線柱|孫蕙|學士|學士席爾達|宇政妻|安徽|官赫倍|宣德|實錄|少詹嚴|尚書|尚書介山|尼哈番|居正|屈盡美|巡撫|左侍郎|己亥|巴圖|巴林|布政使|庚白|康熙|廣總督|廣西|建業|建極殿|張自德|張長|徐乾學|御史|應天|應藻|戊戌|戊辰|成龍|戶部|扎魯特|按察使|捐納人員|敖漢喀爾|新野|施琅|明太祖|明珠|昭陵|時憲|時薩布素|晉代|有明|朔|朝鮮國王|朱穆秦|李時謙|李氏|李花村|杜爾伯特|杭州|東晉|梁陳地|正月|正黃旗|歸化城|永陵|江南|江寧將|江西|河南|河間|浙江|淅川|湖廣|滿洲|滿漢大學士|漢軍都統|燕京|牛鈕|玉河|王國安|王新命|王貝勒貝子|王起|甲午|甲子|畿輔|癸亥|癸巳|白下|白旗|督撫|知縣|福建|福陵|禹|科爾沁|科道|穆哈|統領|縣官|縣長|總兵|總督|總督江寧|翁牛特|翰林院|胡什他|胡簡敬|舉人|苑家口|荊|蒙古|藍旗|藩王|藩院|衛輝府|襲職|西安|詹事|詹事府|諸王|講官|議政王|貝勒貝子|貝子|貢監|貴州|賈懋遷|賈漢|賴特|赫納為|軍統領|辛卯|辛未|辛酉|通判|通州|通政使|進士|那木僧|邱縣|郎中|郡主|部尚書|部落|郭爾羅斯四子|都御史|都統|鄧州|里昂|金陵|鎮平|鑲黃旗|開海|開海貿易|閩粵兵|閩粵邊|闖賊|阿喇尼|阿思哈|陜|陣亡例|隋唐|霸州|靖難|韓世琦|韓氏|領侍衛內|鳳闕,255
1685,一月|丁亥|丁巳|七品|七月|三旗|三月|上駟院|世職|中書|中書令|乙丑|乙卯|乙酉|九卿|九月|二十九日|二十五年|二十四年|二月|五月|仇兆鰲|任玥|任辰旦|伊桑阿|伊瑪圖|何傅|佛倫學士|來甫|侍衛|侍讀|侍郎|保和殿|俞長|元旦|光祿寺|內閣|八旗|八月|公額|六月|兵部|刑部|劉偉孫|劉坤梅|劉涵|十一月|十二月|十月|南巡|博士|博洛|台吉|台州|右侍郎|司官|吉士|同知|吏部|吳之瑜|周至|哈納|唐朝|喀爾喀七旗|喀爾喀四子|喇哈達|四川|四月|固山|土默特|堂子|堂官|塞外|壬戌|壬辰|外藩|多羅|大學士|大學士者|太原|太和|太常寺|太廟|太皇太后|孔子|孔廟|學士|學士馬|宋大業|宋如辰|宋衡|宗人府|察罕|實錄|尚書|尼哈番|山東|山西|崔澄為|崔蔚|巡撫|左侍郎|己丑|己未|布政使|布阿霸|庚寅|庚申|康熙|廣東肇慶府|張希良|張明|張盈|徐元正|徐承祖|徐紹|御史|恩克|戊午|戊子|成龍|戶口|戶部|扎魯特|提督|揚州|敖漢|昭陵|時憲|晉撫|書吏|朔|朔日|朝鮮國王|朱穆秦|李之芳|李懋|李朝鼎|李殿|杜和碩|杜爾伯|校克禮|楚克扎卜子|樊澤達|正月|正紅旗|正黃旗|歸化城|毛城|永陵|汗|江南|江西|汪灝|汪薇|沈辰垣|河南|洪澤湖|浙江|淮安|淮水|清明|清河|湖北|滿洲|漕廣西道|火耗|牛鈕|王|王之樞|王岳樂|王氏|王熙|王福|王貝勒貝子|甲子|白洋|白鹿洞|直隸|福陵|科爾沁|科爾沁十旗|科爾沁扎賴|科道|穆爾賽|筆帖式|結案|統喇哈達|統領|總河|纂修|翁牛特|翰林院|聖壽節|胡土克圖|蒙古|藩司|藩王|藩院|許承家|許賀來|詹事|諸王|謝陳常|議政王|貝勒貝子|貝子|貢例|賦役|軍統領|辛卯|辛酉|進春|達哈|郡王|部落|郭爾羅斯蒿|都察院|都御史|鄧咸齊|鄭為旭|醫官|錢珏|鑲紅旗|鑲黃旗|闕里|阿壩|阿思哈|隆德|雲南|靳輔|順治|額林臣|馮瑞|駱馬湖|高曜|黑龍江|龔圖,238
1686,七月|三旗|三月|三法司|世永王琨|世職|丙寅|丙戌|丙辰|丞|丹巴|丹津|乙卯|乙酉|九月|二十三年|二十五年|二十六年|二十四年|二月|五月|以喀爾喀七旗|例免|侍衛|侍講|侍讀|侍郎|保住|保舉|元年|元旦|光祿|內務府|內府|內閣|八旗|八月|公|公頗爾盆|六月|兵部|兼禮部|刑部|十一月|十七年|十二月|十八年|十月|卓特拔|南巡|博洛|即爾七旗|卿|厄爾克|參議成|參贊|古北口|台吉|右侍郎|司獄|司都事|同知|吏部|吳喇忒鎮國|哈番|哈里|喀爾喀七旗|喇希等|噶爾丹|噶爾旦|四川|四月|固原|圖汗澤卜尊|圖綽爾濟|土謝|土默特|地丁|堂子|墨爾根|墨爾根濟|壬午|壬子|夏店|外藩|外諾木齊|大喇嘛|大學士|大計|太保|太和|太子|太廟|太皇太后|妻顧氏|子費葉|學士|安南|官役|實錄|將托鼐|將軍希福|尚書|尹泰|尼哈番|巡撫|工部|左侍郎|左翼|巴忒馬|巴牙思|布政使|布格|希禮|常寺卿|平乃爾|平凉|庚戌|庚辰|庫勒納|康熙|廈門|廣東|張可前|張氏|往爾汗濟農|徐元|徐元文|徐廷璽|御史|德木齊|徽盧鳳三府|戊午|成龍|戴通|戴青處|戶口|所遣噶爾丹|扎木素|扎薩克|扎薩克圖|扎賴特|扎魯特|按察使|掌印|掌院|日講|昭陵|時憲|朔|朝鮮國王|木齊格|木齊格隆|杜爾伯特|杜爾霸|格隆員|格隆員外|條奏|楚克|正月|歸化城|永陵|汗|汗濟農|江南|沙喇哈番|沙澄|河南|浙江|湖北|湖南|湖廣興國|滿洲|滿洲漢|漢軍武景芳妻|照磨|特旨|玉泉山|王|王定國|王日藻|王緝植|王鎬|甲寅|甲申|番|癸丑|癸未|白旗|監督員|直隸|知事|碩額|祥生|福建|福陵|科爾沁|程萬坦|糧廳|經歷|總督|總管|總裁官|纂修|翰林院|考試|聖壽節|胡土克圖|胡戴仁|胡枚|胡枚念|臨洮府|色爾濟格|范時秀|董訥|蒙古|薊州|藩王|藩院|西勒圖|西安|親試|覺羅氏|許堂|詹事|詹事府|諸王|貝勒貝子|賴塔長|起居注|車臣|輪班|辛亥|辛巳|通判|通山|通政使|達爾扎格|達爾漢格|達爾瑪|達賴|郎中|郭爾羅斯奈曼|都司|都察院|都御史|鄂木布|鄂爾多|鄭載|鄭載嵩|阿喇尼|阿喇尼因|阿山|阿思哈|阿海|阿爾必|阿達|陜|隆員外|靈璧縣|鞏昌府|額爾克濟|額爾德尼濟|顏圖|駐防|駙耿昭忠|高璜|鮮國|黎維禎,269
1687,丁丑|丁卯|丁未|七月|三月|丙午|丙子|主事|乙亥|乙巳|九卿|九月|乾清門|二十七年|二十六年|二月|五月|伯費揚|余國柱|侍衛|侍講|侍讀|侍郎|保住|元旦|內閣|八旗|八月|兵部|兼禮部|凱音布|刑部|副將|十二月|十月|參將|台吉|右侍郎|司官|司通政|吏部|吳氏|噶世圖|四月|堂子|墨爾根|壬午|大學士|天壇|太和|太廟|太皇太后|姚亭莊|孔子|學士|安徽|官員丁憂|官調|實錄|尚書|山西|巡撫田雯|巡撫馬齊|工部|左侍郎|己卯|己酉|巴克|巴林|布政使|布達禮|常寺卿|庚戌|庚辰|康熙|廣西|徐乾學|恩格|慈寧宮|戊寅|戊申|戶口|戶部|按察使|文魁|旗漢|日講|昭陵|時憲|暢春園|朔|朝鮮國王|木噶山|李之芳|李振裕|枷號|楚克|正月|武格|比部|永陵|江南|江蘇|淑慧|滿洲|火耗|烏楞額|王|王遵訓|甘肅|甲辰|白旗|盛京|盧崇興|督捕|知縣|福建|福陵|穆禮布|立决|統阿密|翁叔元|翰林院|考例|考官|聖壽節|胡西塔|莊廣開|蒙古|蔡毓榮|藩王|藩院|襲爵|覺羅舜拜|試官|諸王|護軍參領|豐潤縣|貝勒貝子|貴州|起居注|辛亥|通政使|進士|郊壇|郎中|都察院|都御史|鑲黃旗|陜|雲南|黑龍江,152
1688,一月|丁思孔|七月|三屯|丙子|丞|丹巴|丹津|乙亥|乙巳|九月|二十七年|二十八年|二十四日|二月|今噶爾丹|以科爾沁|伯費揚|佟國佐|佟國維|侍衛|侍讀|侍郎|元旦|內閣|兩司|八旗|八月|六月|兵部|兼禮部|刑部|努失|十一月|十二月|十四日|十月|南苑|卿|厄爾德尼沼|參領|台吉|右侍郎|司官|吉士|同知|吏部|喀爾喀人|喀爾喀人眾|喀爾喀所告|噶爾丹|噶爾圖|噶爾旦|四川|固山|圖克森|圖汗|土謝|堂官|壬寅|壬申|多爾濟|大同|大理寺|太僕寺|太子|太廟|太皇太后|學士|宗人府|宣府|宮保銜|實錄|將弁|將林葵|將軍希福為|少卿|尚書|山海|巡撫|巡撫章|左侍郎|左翼|己亥|己巳|巴林|巴爾丹|布政使|布雅努|常寺卿|平溪|庚午|庚子|庫勒納|康熙|張玉書|彭孫|彭春|徐治|御史|德安|慈寧宮|慕天顏|應城縣|戊戌|戊辰|成龍|戶部|扎卜|扎薩克圖|扎魯特|按察使|掌院|提督|教習|文達|明|星安為|昭陵|時憲|朔|李廷松|楊氏|正月|正紅旗|武昌|歸化城|每佐領|永陵|汗|江南|沙河|河南|浙江|湖廣|溫卜|溫春|滇南|滿洲|漕運|澤卜尊|熊賜|燕泰為|爵|獨斯諾爾|王岳樂|王延齡|王承祖|王維珍|理藩|甲辰|癸|癸卯|白旗|盛京|直隸|真定|知縣|石文桂丁父|福陵|私參之例|科爾沁|穆祿|章京|索爾遜|統帥|統邁圖|總一員|總兵|總督|翰林院|胡土克圖|臧滾布|自杭愛山|臬|至噶爾丹|興化|范承勳|荊州|蒙古|藍理|蘆溝|西安|西海|設站|諭旨|諸王|諾敏|貝子|貴州|辛丑|辛未|通州|通政|遇達賴|達爾泰令|達里|邊塞|邊汛|郡王|部|部堂|郭世隆|郭之盈|都察院|都御史|都統|鄂博|里昂|阿喇尼|阿爾法|陜|雲南|雲南鶴慶|靳輔|鮑敬,216
1689,一月|丁卯|丁酉|七月|七里|三月|三河|上元縣|世襲|丙寅|丙申|中山王|乙丑|乙未|九卿|九月|二十三年|二十九年|二十八年|二月|五月|京|京口|亳州|伊桑阿|伯費揚|何應元|侍郎|元旦|內閣|八月|六月|兵部|典章|兼禮部|刑科|刑部|功二司|功司|十一月|十二月|十月|協領|南巡|參領|古北口|台吉|右侍郎|吏部|吳苑|喀爾喀汗濟農|喇克圖|噶世圖|嚴我斯|四月|地方官|堂子|壬辰|大學士|太和|太廟|姚蒙景|孝陵|學士|安徽|宗文皇帝|官陳平|宣府|實錄|封爵|將軍郭丕蘇松|尚書|尚書紀爾|尚書翁|尼哈番|工部|己亥|己巳|布政使|平陽|庚午|庚子|庚申|康熙|廣東|徐廷璽|御史|戊戌|戊辰|成龍|戶部|按察使|提督|旗人|明代|昭陵|時憲|朔|朝鮮國王|李尚祜妻|李殿|李殿機|李煒|李華|杜臻|杭州|東郊|梁鼐|檢討|正月|民李殿機|永陵|江南|江寧鎮江|江蘇|江西|沙思體理|洪萬容|浙江|湖南|湖廣|滿洲|滿漢大學士|漢軍都統|為戶部|無錫縣|王|王新命|王氏|王騭|琉球|甲午|甲子|癸亥|癸巳|白旗|直隸|知府|碩額|福建|福陵|給事|總兵|總督|翰林院|胡氏|蒙古|蕭氏|藩王|西安|諸王|貝勒貝子|起居注|軍法|辛酉|通州|通政使|都察院|都御史|都督|里昂|金山寺|阿山|阿思哈|駐防|高承爵,166
1690,一月|丁亥|丁巳|丁酉|七月|三岔口|三月|三河|丙辰|丞|丹巴|九卿|九月|乾清宮|乾清門|二十九年|二十八年|二月|五月|京口|京城|今喀爾喀汗|伯|佟國綱|佟徽年|侍衛|侍郎|俄儂|保定|俞夏益|信郡王|元旦|克三額爾|八旗|八月|公|公福|六月|兵部|凱音布|刑部|努喇克達|十一月|十七年|十二月|十四年|十月|南京|博碩克圖|參將|參贊|參領|古北|古北口|台吉|右侍郎|司官|各扎薩克|吏部|吳氏|周氏|喀爾喀額爾德尼濟農|喇沁王|喜峰|喜峰口|噶世圖|噶爾丹|四川|四書五經|四月|固山|土木|土謝|地丁|堂子|壬戌|壬辰|外郎|多爾濟|多羅|大同|大名|大名府|大學士|大將|大貝勒|天津|太傅|太和|太子|太廟|奉天|學士|安郡王|宗室|官陳奇|密雲縣|實錄|將弁|將軍|將軍和碩|少保陳世凱|尚書|巡撫|巡鹽|工部|左侍郎|左翼|己丑|己未|巴林|巴泰|布彥|布政使|常寺卿|庚午|庚寅|庚申|康熙|廣東|廣西|廷敬|引課|張家口|張英|彭春|彭鵬|徐元文|御史|戊午|戊子|成龍|戶部|按察使|掌院|提督|昌平|明珠|昭陵|時憲|朔|朔日|朝鮮國王|杜氏|杭州|榆林|正月|正紅旗漢|武昌|歸化城|歸應|永平|永陵|汗|汗澤卜尊|江南|江蘩|江西|汧|沙津|河南|河間|洪尼喀|浙江|清宮|清苑|湖北|湖廣|滿丕等|滿洲|漕糧|灤州|烏爾扎|烏闌滾|特祜|特祜等述|王|王岳樂|王常寧|王毓秀|王沙津|王福|王福全|王貝勒貝子|理藩院|甲子|番|癸亥|癸巳|盛京|盧崇興|直隸|真定|督捕|知縣|福陵|科爾沁|科道|穆哈|章京|章泰|筆帖式|管官|統蘇爾米|綠旗兵|總督|羈縻|翁牛特|翰林院|胡土克圖|胡昇猷|英王|董元卿|蒙古|藩王|藩院|蘇爾至|行取|覺羅舜拜|設站|許三禮|諭戶部|諸濟農|諸王|講官|議政王|貝勒|貝勒貝子|貝子|貴州|費揚古|赫納|起居注|車臣|軍法|辛卯|辛酉|述濟隆|通判|通州|遊擊|達爾沙|達賴|遵化|邁圖|邵嗣堯|邵鳳翔|郎中|郡王|部|部尚書|都察院|都御史|鄂扎|金世榮|鎮標|閻興邦|阿喇尼|阿喇彌等|阿密達|阿山|阿海|阿爾必|阿達|陵遣官|陶氏|陸隴其|雅布|霸昌道|靈壽縣|順天|順德廣平|順治|額爾克|額爾賀|鮑敬舊|鹽引|麻城|齊蘭布,279
1691,丁亥|丁巳|七旗|七月|三十一年|三十二年|三旗|三月|三跪九叩|世祖|丙戌|丙辰|丹巴|丹津|乙卯|乙酉|九卿|九月|二十七年|二十三年|二月|五月|京|京口|京城|京師|仲尼|伊桑阿|何龍文|侍衛|侍讀|侍郎|保和殿|修撰|傅伸|傅臘塔|元旦|光祿|光祿寺|內務府|內閣|八旗|八月|公|公福|六月|兵部|典章|兼禮部|冠軍使|分府|刑部|刑部侍郎|劉琰|劉順|十一月|十二月|十月|南昌|博碩克圖|卿|卿噶邇|厄魯特|厄魯特人|參領|叔琳|古北口|台吉|史赫|右侍郎|司僉事|吉士|吏部|吳喇忒奈曼|吳昺|吳朝林妻|吳氏|吳達|周惕|哈納|唐古特|喀爾喀七旗|喀爾喀扎薩克|喀爾喀汗|喀爾喀汗濟農|喀爾喀降|噶爾丹|噶邇|四川|四月|四格|國子監|圖汗|圖汗澤卜尊|圖爾|圖爾額爾克濟|圖納哈為|圜丘|土謝|土默特|地丁|城外|堂子|墨爾根濟|壬午|壬子|外藩|外郎|多爾濟|多羅諾爾|大學士|大定|大理寺|太和|太子|太師|太廟|妻納氏|姚弘|姜承張|孔子|學士|學士傅|學士王|學政喀爾喀博碩克圖|官調|宣府|實錄|寧夏|將軍|將陳祚昌|尚書|尚書馬齊|山西|巡捕|巡撫|左侍郎|左翼|己酉|巴圖爾額爾克濟|巴圖爾額爾克濟農|巴朗|巴林|布政使|庚辰|康熙|張壽|張孝時|張桂芳|徐晟|德昌|戊午|戊子|戴有祺|戶口|戶部|扎薩克|扎薩克圖|扎魯特蘇|按察使|掌院|提調|敖漢|教習|明珠|昭陵|時憲歷|曾慶毛|朔|朔日|朝鮮國王|朱熹|朱穆|李沉|李燕生|李象|杜爾伯特|杜立德|杭州|松茂道|格什員|格什理|格什等|楊中|楊名|正月|歸化|毛明安|永州|永陵|汗|汗澤卜尊|江夏|江寧|江球|江西|沙喇哈番|河南|洛昂|活佛|浙江|海澄公|涼州|湖廣|滿兵|滿洲|滿洲尼堪|漕米|漕糧|漕運|漠虎爾察罕|澤卜尊|濟農|灣副將|烏闌蒿|熊賜履|特阿霸|狄億潘|王|王傳冉|王奕清|王熙|王貝勒貝子|理藩|理藩院|瑞安|甘州|甘肅|甲寅|甲申|畢喀爾喀汗|癸丑|癸未|白旗|盛京|監候|直隸|督捕|祭酒|福建|福陵|科爾沁|科道|秦|秦喀爾喀喀喇沁|穆祿|第三日|納噶楚賴|索諾木|綠旗|編修|總兵|總督|總管|纂修|翁牛特|翰林院|胡土克圖|胡麟|色爾濟|荊州|葛思泰|蒙古|蔡元|薩克圖|薩為|藍旗|藩王|藩院|衛既齊|襲爵|西哈台|西安|西海|親王|覺羅舜拜|詹事|諸王|講官|護軍參領|貝勒貝子|貴州|起居注|車臣|軍機|軍統領|辛亥|辛卯|辛巳|辛未|通永道|進士|遊擊|達賴|郎中|郡主|郡王|部|部尚書|郭爾羅斯|都御史|都督|金元|鑲紅旗|鑲黃旗|閻錫爵|阿山|阿海|阿玉錫|阿金|陜|隆額|領伯|額爾克|額爾德尼|齊特|龍西庫,317
1692,丁丑|丁未|七月|三十一年|三十二年|三旗|三月|丙午|丙子|丹巴|乙亥|乙巳|九月|二月|五月|令善|伊瑪圖|佛倫|佛葆襲|侍讀|侍郎|元旦|內務府|內閣|八旗|八月|公|公福|公長|六旗|六月|兵部|兼禮部|凱音|刑科|刑部|副將|十一月|十二月|十月|卿|卿噶邇|參領|古北口|台吉|右侍郎|右春坊|司官|司通政|同知|吏部|吳丹|吳正治|吳爾圖|哈納|喀喇沁|喀喇沁奈曼|喜子|四川|四月|四格|土默特|地方官|堂子|壬午|壬子|壬申|外藩|多羅達爾漢卓禮克圖|大同|大學士|大理|大理寺|太保|太僕寺|太子|太廟|奉天|姚儀|孫志道|孫氏|學士|守遊擊|安徽|宋犖|宗室|官林葵|官鶴麗|客氏|密雲縣|實錄|尚書|尚書馬齊|尼哈番|山海|山西|巡撫|工部|左侍郎|己卯|己酉|巴圖|巴林|巴為|布政使|平陽府|庚戌|庚辰|庫勒納|庶子|康熙|廣沅州|廣西|御史|思翰|恩格|戊寅|戊申|戶口|戶部|扎魯特四子|按察使|敖漢|旗漢|日講|昭陵|時憲歷|朔|朝鮮國王|木噶山|朱爾喀岱昂|東郊|枷號|正月|正紅旗|正藍旗|武英殿|歪庫|歸化|歸化城|毛明安|永平|永陵|江蘇|江西|沈莊|沙喇哈番|浙江|滿洲|漕運|潼關|熊賜|熊賜履|玉泉山|玉田|王|王廷彪|王新命|王氏|王澤弘|王維珍|王諾內|王貝勒貝子|甘肅|甲申|癸丑|癸酉|白旗|皇莊|直隸|碩達爾漢親|福陵|科爾沁|科道|給事|統索柱|統領|綽什|總兵|總督|總管|翁牛特|翰林院|自盜律|舒恕|英阿達|范承勳|葉穆濟|葛思泰|董訥|蒙古|蔡元署|薩為|襲爵|襲職|西安|諸王|護軍統|豐潤|貝勒貝子|貴州|赫充|起居注|軍統領|辛亥|辛巳|通州|通政使|運河|達爾沙|郡王|部|部尚書|部落|郭世隆|都察院|都御史|鄂羅斯|鑲紅旗|關監督|阿思哈|陜|雲南鶴麗|靳輔|韓作棟|領伯|領碩鼐|額席,228
1693,七月|三十三年|三十二年|三旗|三月|丙午|丙子|丙寅|中書|主考|乙亥|乙巳|九卿|九月|乾清|二十七年|二十三年|二十二年|二十五年|二十六年|二年|二月|五城|五月|介休|伊桑阿|佐領|佛葆為|侍衛|侍郎|元旦|內務府|內閣|八旗|八月|公|六月|兵部|兼禮部|刑部侍郎|劉國軒|十一月|十七年|十二月|十八年|十六年|十月|協領|厄魯特|厄魯特噶爾丹|參領|右侍郎|司官|吏部|吳大禪|哈密|哈番護|噶爾丹|噶爾丹眾|四川|四月|土謝|土默特|地丁|堂子|壬寅|壬申|多羅|大學士|大草灘|天津|太和|太子|太宗|太廟|太祖|孫思克|學士|學士德珠|守備|安北|安郡王|宋敏求|宗人府|富察氏|實錄|將軍薩布素|尚書|山東|山西|左翼|己卯|己巳|布政使|布爾哈|平度|庚午|庚子|康熙|廣東|廣西|廣西省|張氏|張蓮為|彭鵬|徐倬|忻州|戊戌|戶部|按察使|提督|揚古|昭陵|時憲歷|暢春園|曲阜|書班迪|會理州|朔|朝鮮國王|李懋為|李承紱|李林盛|杜思噶爾尚|楊廷耀|檢討|檢討孫|正月|歸化|歸化城|每佐領|永陵|江南|泗城|清宮|清明|清河|滿兵|滿尚書|滿洲|滿漢|王奐|王氏|王沙津|王貫|甘肅|甲戌|甲辰|畢理且|番|癸卯|癸酉|白旗|盛京|盧騰龍|知府|碩妃|福建|福陵|科則|科爾坤|科爾沁|科順天|秦省|給事|編修|縣鎮安府|總兵|總管|翰林院|考官|胡土克圖|臨邑縣|舉人|荊州|華山|蒙古|蒲州|藍旗|藩王|西安|西暖閣|西林|西督撫|西隆|言官|諸王|議政王|護軍統|貝勒貝子|貝子察汗|貴州|貴州雲南|貴戶部|辛丑|辛未|辰刻|邊塞|都察院|都御史|都統|鄉試|鄒平縣|陜|隆科多|青海|駐防|齊蘭布,208
