period_year,items,item_count
1671,丁未|七月|三月|世子|世祖|世職|丙子|丞|乙卯|九州|九月|二月|五月|伯噶都|佟浩年|侍講|侍讀|侍郎|修撰|傅達禮|元旦|八月|六安|六月|兵科|兵部|刑部|利耶夫|劉斗|劉鴻儒|十一月|十二月|十月|南巡|南苑|卿|參領|台吉|右侍郎|司官|合肥|吏部|喀爾喀諾門|喇祜塔襲|四川|四月|固山|國子監|堂子|壬午|壬子|大學士|大理寺|太保|太子|太學|太宗|太廟|太皇太后|太祖|奉天|孝陵|孫在|學士|安南|宋德|宗人府|實錄|尚書|尼哈番|山西|巡撫|巡道|工部|左侍郎|己卯|己酉|布政使|常寺卿|平州|庚戌|庚辰|府尹|康熙|廬州|建昌|張貞生|懋功|戊寅|戊申|戶部|掌院|提督|文安|新城|昭陵|時憲|普安|普定|曹申吉|朔|朔日|朝鮮國王|朱延禧|李仙根|李天浴|李如|杜輝|杭州|查祿|梁化|正月|永陵|汗|江南|沙喇哈番|河東守|淮揚|滿洲|漕米|漕糧|漕運|漢軍副都統|漢軍都統|王|王印祚|王岳樂|王巴達|理藩院|琉球|甘肅|田逢|甲寅|甲申|癸丑|癸未|白旗|直隸|督捕|督撫|祭酒|福建|福陵|禪塔海奏|科爾沁|科爾科代|納爾渾|給事|編修|總兵|總督|翰林院|考成|蔡啟|薊州|薩爾札|藍旗|藩王|藩院|襲爵|襲職|覺羅額爾德|諸王|諾爾布子|講官|護軍統|讀學士|貝勒貝子|貝子|貴州|辛亥|辛巳|辛泰|達爾巴|達禮|郎中|部|都司|都察院|都御史|鄉試|鑲黃旗|阮福祿|阿喇密|阿思哈|阿煙|阿穆瑚瑯|阿蜡|雁平|雲南|雲南永北|霸州|順治|領侍衛內|額克錫納|鳳少保|鳳陽|黔西,198
1672,一月|丁丑|丁未|七月|三旗|三月|丙午|丙子|丞|乙亥|乙巳|九月|二月|五月|京城|佟國印|侍衛|侍讀|侍郎|儀真衛|元年|元旦|光祿|內閣|八旗|八月|公索諾|公索諾穆|六月|兵部|兼禮部|劉秉權|十一月|十二月|十月|南苑|卿|參政|參領|同知|吏部|吳丹學士|哈里|唐圻|四月|圜丘|地丁|堂子|壬子|壬寅|壬申|多羅貝勒|大學士|大理寺|太廟|太皇太后|奔氏|妻杜氏|妻柯氏|孔子|孝陵|學士|學士史|安嶺|安徽|安慶|宋俄圖|宗人府|宿遷|察哈爾奈曼|實錄|尚善|尚書|尚書黃機|尼哈番|山西|崇文|巡撫|巡撫郎廷|巡撫馬祜|工部|己卯|己巳|常寺卿|平西王|康熙|廣東|張足法|恩伊|慈寧宮|戊寅|戊申|戶部|故鎮國|明珠|昭陵|時憲|暹羅國|會典|朔|朝鮮國王|東山廟|桃源|正月|正紅旗|正黃旗|永陵|江南|河南|法氏|淮安|清河|滁州|滿洲|潞城|王|王天成|王清|王秉仁|王貝勒貝子|甲戌|甲辰|癸丑|癸卯|癸酉|福陵|穆子|統傑|統喇哈達|總兵|翁牛特|翰林院|胡之睿|興仁堡|蒙古|蔡九|藩王|襲爵|覺羅畫|諸王|貝勒貝子|貝子|貴州省|赤城|軍統領|辛丑|辛未|進春|邳州|部落|郭廷祚|都察院|都御史|鄭致|開歸|陜|靳輔|顧應|馮溥|駙巴,160
1673,丁卯|丁酉|七月|七里|三旗|三月|三河|世祖|丙寅|丙申|之龍妻|乙丑|乙未|九卿|九月|二月|五月|京|今春|伊爾度|伊爾門|佖|侍衛|侍講|侍讀|侍郎|修撰|元旦|光祿|內閣|八旗|八月|六月|兵部|刑科|刑部|刑部侍郎|十一月|十二月|十月|南汝總兵|卜臣|卿|口關|右侍郎|司通政|吏部|四川|四月|圖庫|圖性納|地丁|堂子|塞爾格克|壬寅|壬戌|壬申|夏間|夕月壇|多爾木妻|大學士|大理寺|太保|太傅|太僕寺|太子|太廟|太皇太后|奉天|孝陵|孫光祀|孫達|學士|守備|宋德宜|宗文皇帝|官柯鐸|實錄|少保|少傅|少卿|少師布|尚書|尼哈番|崔蔚林|巡撫|工部|左侍郎|己亥|己巳|巴泰|布政使|常寺卿|年克著|庚午|庚子|府尹|庫祿克|康熙|弘德殿|張英|彭之鳳|徐履升妻|德寧為|恩克|戊戌|戊辰|戶部|提督|故明|明珠|昭陵|時憲|朔|朝鮮國王|李贊元|杜篤祜|根坤巴|桂東|桑峨|正月|武清|歸化城|永陵|沅|河南|湖廣|滿洲|滿漢|漕運|瀏陽|熊賜|王|王光裕|王度|王鴻緒|癸丑|癸酉|白旗|盧震|直隸|眷懷庫|碩塞|碩額|祭祀|祿克達爾漢|福陵|禮巴圖|秋審|科道|秦|穆福席|給事|編修|總兵|總河|總督|總裁|纂修|翁氏|翰林院|胡妻|胡禮布|臬|舜妻|葉錫禮|董安國|蒙古|蔡氏|藍旗|藩王|蘇爾泰|衡州|覺羅氏|諸王|講官|護軍統|貝勒貝子|起居注|辛丑|辛未|通州|通政|通政使|達爾漢|郎中|郭廷祚|郭氏|郴州|都察院|都御史|都統|酉|重慶|鎮國將|鑲紅旗|關氏|阿克|阿思哈|阿賚希爾|陜|雲南|雲南鶴麗|領赫業|香河|駙耿聚忠|齊爾格申|龔鼎,208
1674,丁卯|七月|三旗|三月|世祖|丙寅|丙申|乙丑|乙未|九月|九江|二月|五月|京|何士榮|佟國璽|侍衛|侍讀|侍郎|保寧|偽守備|偽遊擊|傅喇塔|傅達禮|僉事|元旦|兗州|內閣|全川|八旗|八月|公|公圖納|六月|兵部|其察哈爾|兼禮部|副將|劉澤龍|劉進|劉震襲|勒爾錦|十一月|十二月|十八日|十四年|十月|南京|南康|南昌|卜臣|卿|參領|台吉|台州|史雅賴|右侍郎|吉安|同江|吏部|吳三桂|吳三桂子孫|吳喇諾羅河|吳國楨|吳蘇路|吳逆|周卜年|周有德|周球|周襄緒|嘉猷|嚴州|四川|四月|固山|土默特|城守尉|堂子|塞白理|壬戌|壬辰|外藩|大學士|大將|大理寺|太和殿|太宗|太廟|太皇太后|太祖|奉天|奚氏|妻佛氏|妻孫氏|姚弘|婺源|孝陵|學士|學士王|安南|安徽|安慶|安西|宗室|宗文皇帝|察哈爾|實錄|將弁|將王廷|將軍|將軍哈爾哈齊|將軍哈爾哈齊率|將軍圖|將軍多羅順|將軍希爾根|將軍胡禮布|將軍華善|將軍貝勒|將軍賴|將軍賴塔|將軍赫業|將陳世凱|將陳鵬|尚可喜|尚善|尚書|尼哈番|屯黃瑞山|山東|山西|岳州|巡撫|巡撫田逢|工部|左翼|己丑|己未|巴圖|巴林|巴海|巴爾堪|巴爾布|希爾根|平南王|平陽|平陽三鎮|庚寅|庚申|府尹|康熙|廣信|廣巡撫|廣東|廣西|建德|建昌|張德地|張朝珍|張華善|彝陵|彭二縣|彭澤|彰德|徽州|應奎|成龍率|戶部|扎布|承郡王|折勒氏|折爾肯|掌院|提督|提鎮|撥什庫|撫建|擴爾坤|敖漢扎魯特|易邁|昭化|昭陵|時憲|曾璽|朔|朝鮮國王|朱滿|李之芳|李德明|李林隆|李榮|杜臻|杭州|東陽縣|根特|梁大|正月|正黃旗|武昌|每佐領|永陵|江南|江寧|江寧將|江浙|江西|江西省|沅|沈益|河南|浙江|海豐|清明|湖南|湖口|溫州|滿兵|滿洲|滿洲佐領|滿洲漢|潼關|澧|烏喇木倫|營副將|猓|王|王傑|王喇布|王廷梅|王爵|王節|王貝勒貝子|王速|王選|王酌|田六善|甲午|甲子|甲寅|癸亥|癸巳|直隸|督標|知府|石城|祥符|福建|福陵|科爾沁|穆森雅賴|筆帖式|粵東|統塞格|統領|經略|總兵|總兵陳理|總督|羌|翰林院|翰都統|耿仲明|耿精忠|耿繼茂|興國|范達禮|莫洛|莫洛經略|董額|蒙古|藩王|蜀中|袁州|襲爵|西安|親王|許貞|諸王|講官|議政王|護衛陳嘉猷|貝勒貝子|貝子|贛|贛州|軍副將|軍喇哈達|軍機|軍額楚|輝縣|辛卯|辛酉|迦保|遊擊|郎中|都御史|都昌|都督|鄂克濟|鄖|鄖襄|鄖陽|金壽|鎮守大將|鎮東將|閩|閩省|阿喀尼|阿密達|阿席熙|阿思哈|陜|陽平|陽平關|雲貴|霸州|靳輔|顏圖|饒州|駐防|魯席布|鮑虎|鮮國王,322
1675,丁亥|丁巳|七月|三堡|三月|三水|世凱|丙戌|丙辰|乙卯|乙酉|九月|九龍|二十七日|二十三日|二十日|二月|五月|五桂寨|令貝勒察尼|任德旺|佟國綱|侍衛|侍郎|侯張勇|保寧|偽守備|偽遊擊|傅達|傅達禮|元旦|元輔|八旗|八月|公圖納|六月|兵部|冷口|初六|副將|劉偶|劉成|劉進|勒爾錦|勞之辨|北元口|十一日|十一月|十七日|十九日|十二月|十四年|十四日|十月|南昌|南湖|南漳|南苑|卜臣|厄爾德尼|參將|參贊|台吉|右侍郎|司通政|吏部|吳三桂|吳林|單家河|單實|四月|固原|城守|堂子|壬午|夏州|多羅|大學士|大將|太子|太廟|太皇太后|奉新|孔子|孫思克|孫昌期|學士|安北|官陳福|定邊|宣府|察哈爾兵|實錄|寧夏|寶雞縣|將軍|將軍坤|將軍多羅順|將軍畢|將軍阿密|少保|尚善|尚書|尼哈番|岳州|岳樂|巡撫|巡撫郎廷|工部|左侍郎|己丑|己未|巴三綱|巴圖|巴泰|常寺卿|常鼐|干縣|平凉|平慶道|平陽|庚寅|庚申|康熙|廣東|廣總督|廣西|延安|弘德殿|張勇|張國勳|張家口|張朝珍|彝陵|徐尚朝|惠安|慶陽|戊午|戊子|戶部|承郡王|掌院|提督|撫臣|明珠|昭陵|時憲|朔|朝鮮國王|朱龍|李之芳|李廷魁|李梅友|李榮|李正|李玉國|杜爾麻|東河灘|松溪|查布海|楊來|楊宗道|楚|正月|武昌|武營|武英殿|每佐領|永陵|江南|江西|河南|河西|洪明|浙江|涇州|淳化|湖南|湖廣|湘潭|溫台|溫州|滇|滾布倫辰|滿|滿兵|滿洲|滿漢|潮州|潼關|澧|熊賜|熊賜履|營參贊|猓|王傑書|王屏藩|王岳樂|王廷美|王福壽|王輔|王輔臣|王進|甘泉|甘肅|甲寅|留守|番|癸丑|癸未|白水|益門鎮|真定|石首|碩額|福陵|科爾沁|科鄉試|秦州|秦省|秦隴|立三|糧道|紫陽路|統恰塔|統賴塔|統鄂泰|統領|統馬哈達|經略|綠旗|綽爾濟|總兵|總理|總督|翰林院|考官|耿精忠|興安鎮屬|花善|茅麓|荊|荊岳|荊州|莽奕祿|華色|董額|蒙古|蒲城|蔡毓榮|蔡璋|蘭州|衡州|衢州|袁州|襄陽|襲職|西安|西寧|西湖|西陲|諭靖逆將|諸王|講官|議政王|護軍統|貝勒|貝勒察尼請|貝勒貝子|贛|贛州|軍侯|軍法|辛酉|通城|通政使|遊擊|達哈|郎中|郡主|郡王|都司|都尉|都昌|都督|鄂木布弟|鄂穆布|鄉試|鄖|醴陵|鎮標|閿|關靖|阿喀尼|阿密達|阿思哈|阿玉席|阿達|陜|陽之華村|靈寶|靜寧州|鞏昌|鞏華城|韋州|韓城|駐防|魯侍衛|鳳縣|龍泉,310
1676,丁亥|七月|三月|丙辰|乍浦|乙亥|乙卯|乙酉|九月|九江|二十三日|二十二日|二十日|二月|五月|仙居|仙霞|佛尼勒|佟國瑤|侍衛|侍講|侯張勇|偽總兵|偽遊擊|僉事|元旦|兩喀喇沁|八旗|八月|公|公圖海|六月|兵員外|兵部|冀州|刑部|初六|前明|副將|劉成龍|功次|北山|十一月|十九日|十二日|十二月|十六年|十六日|十月|南安|南康|南漳|南苑|卜臣|卿|參將|參議|參領|台吉|吉安|同知|吏部|吳三桂|吳淑|周昌|哈岱|哈爾哈齊|哈番|喇布|四月|固原|圖海|土司|土默特|堂子|塞白理|墨爾根|壬午|壬子|外委|大噶爾馬席|大學士|大將|天津|太僕寺|太子|太廟|太皇太后|夸蘭大|學士|守備|安徽|官馬雲程|實錄|將軍佛尼勒|將軍舒恕|將軍華善|將軍賴塔|少保|尚之孝|尚可喜|尚善|尼哈番|尼果賴|岳州|岳鎮邦|巡撫|左侍郎|己卯|己酉|布政使|席卜臣|席喇布|常山|干縣|平凉|平南王|平涼|庚戌|庚辰|庫勒納|康熙|廣東|廣西|建昌|張勇|思赫領|戊申|承郡王|按察使|提督|敖漢柰曼|新城|昭陵|時憲|朔|朔日|朝鮮國王|李之芳|李吉為|李廷獻|李林隆|李琿|杭愛花善|林科|楊捷|楊茂勳|權大運|正月|殷自伏|每佐領|永陵|汗|江南|江寧|江浙|江西|池州|沅|沙一應|沙湖|河南|洞庭|浙江|浦城|浮梁|海澄公|淮揚|渠陳茂生|湖南|湖口|滿兵|滿洲|滿漢|潮州|營參將|猓|王|王傑|王克|王其|王喇布|王嚴|王國柱|王實|王岳樂|王爵|王篤守|王輔臣|王進|瑞州|甲寅|甲申|癸丑|癸亥年|癸未|白可愛等|直隸|督捕|知府|石調聲|福善君|福建|福陵|秦州|穆哈|穆王|章京|第夸蘭|筆帖式|粵西|統古魯|統恰塔|統領|統馬哈達|綠旗|總兵|總督|纂修|羌|翁牛特|翰林院|耿精忠|聶勒庫|舒林橋|芳度|董額|蒙古|蔡隆|薛柱|藩院|西河|調綠旗|諸王|諾木齊|講官|護軍統|象山|貝勒|貝勒貝子|貴州|贛州|趙賴|軍侯|軍務大將|軍耿繼善|軍貝子|辛亥|辛巳|通渭|進寶振|遊擊|遊擊銜|郎中|郎拉篤祜|郡王|部落|都司|都督|鄂爾多|鄂羅斯察漢汗|鄔爾徹|鄖江|鄖陽|金山|金應|閩|閩寇|阿席熙|陜|隴州|靳輔|鞏總兵|鞏華城|韓世琦|額楚|饒南|駐防|鮮國王|鳳凰山,280
1677,丁丑|丁巳|丁未|七月|三月|三月初|丙午|丙子|丞陳貞為|乙亥|乙巳|九月|二十一日|二十六日|二月|五月|伯|伯辛愈|佐領|侍衛費耀色|侍郎|依圖|侯桑格|保寧|偽總兵|傅弘烈|元旦|光澤山寇|光祿|內閣|兩粵|八旗|八月|公圖海|六月|兵部|兼禮部|冠軍使|刑部|初八|北山|十一月|十七年|十九日|十二月|十六年|十四年|十月|南安|南昌|南門|南雄|卿|參贊|參領布|右侍郎|司僉事|司通政|合浦|吉安|吏部|吳挺緯|吳興祚|吳達|哈番|喬斌|四川|四月|固山|城守|堂子|壬寅|外藩|多諾統|大學士|大將|太僕寺|太廟|太皇太后|孔四貞|孔子|孫延齡|學士|安溪|安遠|官麻勒吉|實錄|將軍佛尼勒|將軍多羅貝勒|將軍穆|將軍莽|將軍鄂|少詹事|尚之信|尚善|尚書|尼哈番|山西|岳州|巡撫|工部|左侍郎|己卯|己酉|巴泰|布政使|平南王|康熙|廣東|廣肇南韶惠潮|廣西|弘烈|張友良|徐化|慕天顏|戊寅|戊申|成格|戶口|戶部|托賴|承郡王|投誠總兵|按察使|提督|揚威大將|故鎮國|文福|新城|施廷宇|明|明珠|昭陵|時憲|曹申|朔|朝鮮國王|朱寅|李本深|李鈺|杜臻|杭奇|林蕙|正月|正紅旗|正藍旗|正黃旗|武昌|武默納|每佐領|永陵|江口|江夏|江西|泉州|洛河|湖南|湖廣|湖廣廣東|湖廣所|湘潭|溫齊|滿兵|滿洲|滿洲兵|王|王傑|王同|王喇布|王岳樂|甲戌|甲辰|畝徵銀|癸卯|癸酉|白山|監候|直隸|督捕|知縣|碩格色|福建|福陵|穆哈|穆舒為|統杭奇|統楊鳳翔|統赫|統轄官|統領|綠旗|綠旗兵|縣君婿|縣城|縣衛|總兵|總督|總督郎廷|舒恕|舒泰|荊州|蒙古|薛起|薛起龍|袁州|襲職|西安|西爾圖|覺羅|覺羅碩博會|覺羅舒恕|許貞|詹事|詹事府|諸王|議政王|貝勒|貝勒貝子|貝子|貴州|贛州|軍公圖海|軍希爾根|辛亥|通政使|進春|達哈|達賴|郎中|郡主|郭岱|都察院|都御史|都督|金世爵|阿思哈|阿爾素|陜|鞏華城|韓城|韶州|項景|額楚|麾使,244
1678,丁丑|丁卯|丁酉|七月|三品|三月|丙寅|中山|九月|九月初|九貴山|二十一日|二十六日|二月|五月|京口|付賴塔|伊桑阿|佛永輝|佟國楨|侍衛大學士|侍讀|依圖|侯張勇|倉嶺|倭|傅喇塔|傅弘烈|傑書|僧額|元旦|內閣|兩廣|八旗|八月|公噶布|公爵|六月|兵部|初二|劉應祥|劉進忠|勒爾錦|十一月|十七年|十二月|十八年|十六日|十月|千總侯朝|南京|南贛|南雄|參將|參贊|參領|台吉|右侍郎|司僉事|吉安|君山|吳三桂|吳逆|吳雅氏|哲爾肯|喇哈達|噶爾丹|四月|固山|城守營|堂子|堯|墨爾根|士標|壬寅|壬申|多羅|多羅溫|大學士|大宛|大將|天嶺|太保|太子|太廟|太皇太后|奉恩將|孝陵|孫延齡|學士|學士寧南|學政|安仁|安徽|安溪|安遠|宗人府|宗室|官拉篤祜|官麻勒吉|官黃芳|宜昌|實錄|將軍傅|將軍多羅順|將軍林|將軍穆|將軍總督|將軍職|將軍舒恕|將軍莽|將軍華善|將軍貝勒|將軍賴|將軍賴塔|尚之信|尚善|尚書|尼哈番|山海|岳州|巡撫|工部|己亥|己巳|巴圖|布政使|希福學士|常寺卿|常德|平南王|平和|庚午|庚子|庫祿克|康熙|廣東|廣西|弘烈|弟黃芳|弟黃芳度|彝陵|惠州|戊午|戊戌|戊辰|戰林興珠|戶口|房縣|扁山|承郡王|拜色|指揮|按察使|提標|提標後營|提督|提調|揚威大將|攸縣|旨馬雄|昭陵|時憲|朔|朝鮮國王|朱永升|朱爾札哈|李光地|李懋珠|李榮|李沉|李鈺同|東橋|柳林|梧州|楚|楚勒貝|正月|正黃旗|武榮|每佐領|永興|永陵|汗|江寧將|江東橋|江西|沅|沙奏言|河套|沿九貴山|泉州|洞庭湖|浙江|海澄|海澄公|海澄如|湖北|湖南|湖廣|滿兵|滿洲|滿漢|漕帥|漢軍兵|漳州|漳平|漳泉門戶|漳潮間|潮州|潮陽|澧州|王|王傑|王傑書|王其|王可臣|王喇布|王國棟|王實|王岳樂|王昶|王科|王速|王量|田六善|甲戌|甲辰|畝徵銀|番|癸酉|發額楚|盧氏端|目永柱|督撫|知縣|石碼|碩額|碭山縣|祖巡撫|祖澤清|福建|福陵|科爾沁|穆占|筆帖式|粵西|納爾台|統伯穆赫林|統岳爾多|統領|綠旗|綠旗兵|維國署|縣城|總兵|總河|總督|總督郎廷|翰林院|耿昭忠|耿精忠|興化鎮|興珠|芳世|芳泰|茶陵|荊州|莽依圖|萬春來|葉映|董得榮|蒙古|蔡寅|蔡毓榮|蕭縣|薊州城|薩海|藩王|蘇爾特|衡州|衢州|裴為|襄武|西海|親王|覺羅塔|覺羅舒恕|詹事|調綠旗|諸王|諸番|議政王|貝勒|貝勒貝子|貝子|賴塔|贛州|赫納|趙賴|軍喇哈達|軍法|軍統領|軍華善|軍賴塔|軍額楚|辛丑|辛未|通事|遊擊|達爾漢|邱義尚|郊祀|郎中|郡王|部尚書|郴州|郴永|都察院|都御史|都督|酃|金山|鈕氏|鑲紅旗|閩|閩中|閩省|阿密達|阿思哈|阿賚|陜|雅塔|靖南王|靳輔|韓大任|韶州|領侍衛內|領塔爾代|額楚|顏保|香爐峽|駙華善|高州|高翼辰|麻勒吉|齊爾圖,347
1679,丁卯|丁酉|七月|三月|丙寅|丙申|丞馬汝驥|乙丑|乙未|九卿|九月|二月|五月|京|今噶爾丹|任庶|伸陸|佘艷雪|作舟|侍衛費耀色|侍郎|侗范|依圖|侯爵|保定|修撰|修方|倪燦|傅弘烈|元旦|兄黃芳度|光祿|內閣|全椒|八旗|八月|公圖納|公爵|六月|兵部|兼禮部|副將|劉國軒|劉果|包衣|十一月|十九年|十二月|十八年|十月|南巡|卿|厄爾德尼|厄魯特|參領勒德禮|台吉|史馬緝為|右侍郎|司官|吉士|吏部|吳世琮|吳任|吳元龍|吳氏|吳遠|吳震方|周卜世|周慶|周橋閘|嚴繩|四品|四川|四月|圖爾|地爾達|執信|堂子|堅李|墨爾根|壬戌|壬辰|外郎|多爾濟子|大學士|大將|大理寺|太僕寺|太廟|太皇太后|姚啟|孔子|孝陵|孫俱著|學士|安徽|宋敏求|宗人府|官實授|實錄|將軍副都統|將軍多羅貝勒察尼疏|將軍賴|少卿|尼哈番|山西|山陽寶應|岳州|峨趙賴|崔如岳|崔蔚林|巡撫|工部|左侍郎|左江|左翼|己未|巴拉|巴達里|常寺卿|常德|庚子|庚申|庫勒納|康熙|廣西|張光豸|張克嶷|張廷瓚|張朝珍|張烈|張雲翼|張鴻烈|彭孫|徐元文|得安|御史|必英|思丁|戶口|戶部|承祜|按察使|振肅|掌院|提督|教習|文魁|新寧|方象瑛|施閏章|明代|明珠|昭陵|時憲|暐|曹宜溥|曹氏|曹禾|月令|朔|朝鮮國王|木嶺|朱彝尊|李來|李天浴|李孚青|李澄中|東安縣|柳城|桂柳|梁弓|梧州|楊大鶴|楊茂勳|楊雍|歙縣|正月|正紅旗|正藍旗|武岡|武平侯|歸允肅|殷氏|毛升芳|毛奇齡|永州|永陵|汀州|江南|江欽|江氏|江都|汪晉|汪楫|汪琬|沅州|沈珩|沈筠|河北|河南|河臣|河西|海澄公|淮揚|淮河|清原|清口|湖南|湖廣|湯斌|溫氏|滁州|滿洲|滿漢|滿漢大學士|漳二郡|漳州|潘季|潘應|潮州|王|王傑|王其|王喇布|王沛|甲午|甲子|畝徵銀|癸亥|癸巳|白旗|盛京|盧熙|盱眙|督撫|知府|祭祀|福建|福陵|科爾沁|科道|科道官|秦|秦宗游田|筆帖式|米漢雯|統領|綏遠|綏遠將|綠旗|維崧|編修|總兵|總兵陳昌林|總督|纂修|翟家壩|翰林|翰林院|臣陳鴻績|舉博學鴻儒|范承勳|范齊|荊州|莊延裕|萊|葉穆濟|蒙古|蔡毓榮|藍旗|藩王|藩院|虞察尼|融縣|袁佑|西洋|親王|親試|許督|許督撫|詹事|詹事府|諸王|議政王|護軍統|護軍統領|貝勒|貝勒察尼|貝勒貝子|賴塔|起居注|軍機|軍法|軍賴塔|辛卯|辰溪|進士|遊擊|運河|邱象|郎中|部落|都察院|都御史|都統|鄖陽|金甫|鎮國將|鎮遠|阿思哈|陜|陸祖|雲貴|雲貴督撫|靖州|靳輔|馮勗|體仁閣|高郵|黎騫|龍燮|龍關|龐,324
1680,丁亥|丁巳|七月|三月|三法司|丙戌|丙辰|丞金鼐|中城|之璋|乙卯|乙酉|九卿|九月|二月|五城|五月|京師|今春|伯宜|伯爵|侍衛|侍講|侍讀|侍郎|侯官|保寧|俞三畏|元旦|內閣|八月|六月|六格|六部|兵部|典籍|兼佐領|刑部|初八|初六|劉嘉猷|劉祖漢|勒爾錦貝子|十一月|十九年|十二日|十二月|十八年|十八日|十六日|十月|南寧|南巡|南江|南澳|卿|參領|右侍郎|司僉事|司坊|同知|吏部|吳丹|吳萬福|哈納|哲爾肯|嘉祥|嚴弘|嚴弘身|四川|四日|四月|固原|固山|國子監|國棟|圖勒德洪|圜丘|地方官|堂子|壬戌|外藩|大學士|大將|太僕寺|太子|太廟|太皇太后|姚啟|孔子|學士|守備|安安|安岳|宗人府|官役|官林本|官麻勒吉|定海|宜昌|宜都|實錄|將祖澤清|將軍勒貝|將軍吳丹|將軍多羅貝勒察尼|將軍總督|尚之信|尚書|尚書介山|尚書喀代|尤溪|尼哈番|山東|山西太原|崔蔚林|巡捕|巡撫|工部|工部侍郎|左侍郎|左營|己丑|己未|巴代|希福|平凉|平南王|平海|平湖|庚寅|庚申|庫勒納|庫禮|康熙|廈門浯嶼|廣東|廣總督|廣西|建威|建寧府|彝陵|彭時|彭總兵|徐治|御史|思古|慕哈速|戊午|戊子|成都|戶部|扎薩克圖|承郡王|按察使|提督|提鎮|撥什庫|新寧|明|明珠|昭化|昭陵|時憲|朔|朝鮮國王|李之芳|李塤|李天馥|李英妻|李觀|杜立德|東鄉|柳州|桂林|楊來|楊宗道|楊茂勳|楊起隆|正月|正藍旗|正黃旗|歸忠貞|歸應|每佐領|永州|永陵|汗|江南|江西|沈荃|沙喇哈番|洪之傑|浙江|海壇|清河|湖南|準達|滿兵|滿洲|滿漢|滿漢兵|漢軍副都統|爵|王|王之儀|王之鼎|王璋|王進|王鴻緒|理藩|甲寅|甲申|畢泰拜|番|癸丑|癸巳|白旗|盛京|盧揚|督撫|知府|知縣|祖澤清|祖良|祭酒|福寧|福州|福建|福陵|章泰|給事|綏遠|綠旗|縣城|總兵|總督|胡昇猷|至劍州|良棟|荊州|葉方藹|董訥|蒙古|蒼溪縣|蔡毓榮|蔣氏|藍旗|藩下|藩院|行總督|襲職|覺羅沙賴|詹事|詹事格爾古德|諸王|議政王|護軍統領|貝勒貝子|貝子|貴州|赫德|軍圖海|軍機|軍貝子|軍門|軍餉|辛卯|辛酉|送京師|遊擊|達州|達賴|遵義|郎中|都司|都察院|都督|鄂七爾羅奇|鄂克濟|鄭得勝|重慶|金門|銅山|閩省|關南道|阿席熙|阿思哈|阿濟力|阿達|陜|陸海澄|雲貴|靳輔|馮溥|駐守將|高州|黔,298
1681,丁丑|丁亥|丁巳|七年|七月|七里|三品|三月|三河|丙辰|主事|乙卯|乙酉|九卿|九月|二十二日|二月|五月|五龍縣|京佐領|伯噶|佘艷雪莊|作舟|侍衛|侍郎|保定|修撰|允肅|元旦|內務府|八月|六月|兵部|刑部|初五|劉始|十一月|十七年|十九日|十二月|十月|南綏遠|南苑|卿|參領|右侍郎|合江|吉士|同年|同知|吏部|吳世|吳逢|吳震方|周卜世|周應鳳|哈久|哈納|哈里|啟隆|四川|四月|固原|固山|執信|堂子|壬午|壬子|壬戌|多索|大學士|大將|太僕寺|太和|太子|太廟|太皇太后|奉國將|孔子|孝陵|孫卓|孫蕙|學士|安仁|安南|安州|實錄|將軍佛尼勒|將軍總督|將軍鄂克濟|少保|尚書|尚書塞色|尼哈番|山西|巡撫|左侍郎|己卯|己酉|平遠|平遠府|庚戌|庚辰|康熙|廣總督|廣西|延裕|建威|建昌|引見|張光豸|張克嶷|張廷瓚|張所元|張足法|徐元文|徭役|德成|恩克|懷縣|成都|戶部|承祜|掌院|提督|教習|文安|新興|施琅|昭陵|普安|暐|曹鑑|朔|朔日|朝鮮國王|李師膺|李常輔|李發|杜立德|杜臻|東郊|桐梓|桑峨|楊大鶴|楊應|楊雍|楊雍建|檢討|正月|正黃旗漢|每佐領|永寧|永清|永陵|汗|江南|江西|江貝子|汪晉|沈一揆|沈朝初|河西|海德|滇|滇境|滿漢|潘應賓|澎湖|王|王博果|王常寧|王沛思|王繼貞|王隆禧|王麟|田六善|田需|甲寅|甲申|畢至仁|癸丑|癸未|白旗|盤江|盧熙|直隸|督捕|知縣|福建|福陵|科爾坤|科道|章泰|紅門|納溪江|統達漢泰|編修|縣夏店|總兵|總督|總管|翰林院|考官|耿昭忠|耿聚忠|耿飛|胡國柱|良棟|葉方藹|董宜斯噶卜|蒙古|蔡毓榮|薊州|藩王|藩院|行取|裴俱著|西莊浪|親王|親黨|覺羅塔|覺羅塔達|覺羅沙賴|言官|詹事|諡號|諸王|講官|護國將|貝勒貝子|貝子|貴州|貴陽|軍夏國|辛亥|辛巳|辛酉|通州|遊擊|達賴|郡王|都察院|都御史|都督|鄂克濟|鄂愷疏|鄉試|酉|金壽興|鐵索橋|阿思哈|阿穆瑚朗|陜|雲南|靳輔|順治|顧藻|香河|騎校,260
